0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.04,0.2,0.15,0.3,0.01,0.01,0.01,0.01,0.5,0.5,0.5,0.5,0.01,0.01,0.01,0.01,0.05,0.05,0.05,0.05,0.19337,0,0.89452,0.041713,0.2,0.4,0.6,0.8,0.99,0.2,0.4,0.6,0.8,0.59158,0.37375,0.5,0.75,0.5,0.75,89.274,81.353,83.946,0.038837,0.8732,0.18912,842.28,5,5,5,5,0.02,0.02,2000,0.0035,30,0.423
0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.04,0.2,0.15,0.3,0.01,0.01,0.01,0.01,0.5,0.5,0.5,0.5,0.01,0.01,0.01,0.01,0.05,0.05,0.05,0.05,0.19337,0,0.89452,0.041713,0.4,0.6,0.8,0.99,0.2,0.2,0.4,0.6,0.8,0.59158,0.37375,0.5,0.75,0.5,0.75,89.274,81.353,83.946,0.038837,0.8732,0.18912,842.28,5,5,5,5,0.02,0.02,2000,0.0035,30,0.423
0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.04,0.2,0.15,0.3,0.01,0.01,0.01,0.01,0.5,0.5,0.5,0.5,0.01,0.01,0.01,0.01,0.05,0.05,0.05,0.05,0.19337,0,0.89452,0.041713,0.6,0.8,0.99,0.2,0.4,0.2,0.4,0.6,0.8,0.59158,0.37375,0.5,0.75,0.5,0.75,89.274,81.353,83.946,0.038837,0.8732,0.18912,842.28,5,5,5,5,0.02,0.02,2000,0.0035,30,0.423
0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.04,0.2,0.15,0.3,0.01,0.01,0.01,0.01,0.5,0.5,0.5,0.5,0.01,0.01,0.01,0.01,0.05,0.05,0.05,0.05,0.19337,0,0.89452,0.041713,0.8,0.99,0.2,0.4,0.6,0.2,0.4,0.6,0.8,0.59158,0.37375,0.5,0.75,0.5,0.75,89.274,81.353,83.946,0.038837,0.8732,0.18912,842.28,5,5,5,5,0.02,0.02,2000,0.0035,30,0.423
0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.04,0.2,0.15,0.3,0.01,0.01,0.01,0.01,0.5,0.5,0.5,0.5,0.01,0.01,0.01,0.01,0.05,0.05,0.05,0.05,0.19337,0,0.89452,0.041713,0.99,0.2,0.4,0.6,0.8,0.2,0.4,0.6,0.8,0.59158,0.37375,0.5,0.75,0.5,0.75,89.274,81.353,83.946,0.038837,0.8732,0.18912,842.28,5,5,5,5,0.02,0.02,2000,0.0035,30,0.423
0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.04,0.2,0.15,0.3,0.01,0.01,0.01,0.01,0.5,0.5,0.5,0.5,0.01,0.01,0.01,0.01,0.05,0.05,0.05,0.05,0.19337,0,0.89452,0.041713,0.2,0.4,0.6,0.8,0.99,0.2,0.4,0.6,0.8,0.59158,0.37375,0.5,0.75,0.5,0.75,89.274,81.353,83.946,0.038837,0.8732,0.18912,842.28,5,5,5,5,0.02,0.02,2000,0.0035,30,0.423
0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.04,0.2,0.15,0.3,0.01,0.01,0.01,0.01,0.5,0.5,0.5,0.5,0.01,0.01,0.01,0.01,0.05,0.05,0.05,0.05,0.19337,0,0.89452,0.041713,0.2,0.4,0.6,0.8,0.99,0.4,0.6,0.8,0.2,0.59158,0.37375,0.5,0.75,0.5,0.75,89.274,81.353,83.946,0.038837,0.8732,0.18912,842.28,5,5,5,5,0.02,0.02,2000,0.0035,30,0.423
0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.04,0.2,0.15,0.3,0.01,0.01,0.01,0.01,0.5,0.5,0.5,0.5,0.01,0.01,0.01,0.01,0.05,0.05,0.05,0.05,0.19337,0,0.89452,0.041713,0.2,0.4,0.6,0.8,0.99,0.6,0.8,0.2,0.4,0.59158,0.37375,0.5,0.75,0.5,0.75,89.274,81.353,83.946,0.038837,0.8732,0.18912,842.28,5,5,5,5,0.02,0.02,2000,0.0035,30,0.423
0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.04,0.2,0.15,0.3,0.01,0.01,0.01,0.01,0.5,0.5,0.5,0.5,0.01,0.01,0.01,0.01,0.05,0.05,0.05,0.05,0.19337,0,0.89452,0.041713,0.2,0.4,0.6,0.8,0.99,0.8,0.2,0.4,0.6,0.59158,0.37375,0.5,0.75,0.5,0.75,89.274,81.353,83.946,0.038837,0.8732,0.18912,842.28,5,5,5,5,0.02,0.02,2000,0.0035,30,0.423
0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.04,0.2,0.15,0.3,0.01,0.01,0.01,0.01,0.5,0.5,0.5,0.5,0.01,0.01,0.01,0.01,0.05,0.05,0.05,0.05,0.19337,0,0.89452,0.041713,0.2,0.4,0.6,0.8,0.99,0.2,0.4,0.6,0.8,0.59158,0.37375,0.5,0.75,0.5,0.75,89.274,81.353,83.946,0.038837,0.8732,0.18912,842.28,5,5,5,5,0.02,0.02,2000,0.0035,30,0.423
