Realization Number,Raleigh Average Weekly Release Volume (MGW),Durham Average Weekly Buyback Volume (MGW),Total Realization Cost of Releases to Raleigh,Total Realization Cost of Releases to Durham,Raleigh Average Weekly Transfer Volume (MGW),Durham Average Weekly Transfer Volume (MGW),Total Realization Cost of Transfers to Raleigh,Total Realization Cost of Transfers to Durham
19,2.63725,0.298776,11.656,-11.656,0.119,0.0702135,0.853942,0.503852
20,0.52352,0.297381,11.666,-11.666,0.0132513,0.168991,0.0950916,1.21268
21,1.24923,0.0807166,13.2208,-13.2208,0.0442614,0.687946,0.31762,4.9367
22,1.7122,0.715074,8.66863,-8.66863,0.17851,0.573369,1.28099,4.11449
23,1.16201,0.09594,13.1115,-13.1115,0,0.267457,0,1.91927
24,2.33723,0.299003,11.6544,-11.6544,0.0526397,0.156695,0.377742,1.12444
25,3.82829,0.987512,6.71361,-6.71361,0.157794,0.40389,1.13233,2.89831
26,7.20058,0.896394,7.36748,-7.36748,0.130751,0.28762,0.938269,2.06396
27,3.56221,0.517605,10.0857,-10.0857,0.123923,0.217161,0.88927,1.55834
28,2.72276,0.287592,11.7362,-11.7362,0.0486406,0.242665,0.349045,1.74136
29,2.93181,0.542513,9.90693,-9.90693,0.0502372,0.436959,0.360502,3.13562
30,0.887911,0.159256,12.6572,-12.6572,0.014502,0.174084,0.104066,1.24923
31,2.32016,0.208493,12.3039,-12.3039,0.041301,0.525725,0.296376,3.7726
32,1.51621,0.208333,12.305,-12.305,0.0345195,0.241049,0.247712,1.72977
33,1.21554,0.170963,12.5732,-12.5732,0.02794,0.22243,0.200498,1.59616
34,0,0,13.8,-13.8,0.00711376,0.144969,0.0510484,1.0403
35,2.0195,0.215193,12.2558,-12.2558,0.0438822,0.205715,0.314899,1.47621
36,1.19518,0.29825,11.6598,-11.6598,0.018042,0.0682762,0.129469,0.48995
37,4.09063,0.654925,9.10026,-9.10026,0.151493,0.631411,1.08712,4.53101
38,5.97606,0.70588,8.73461,-8.73461,0.133278,0.355285,0.956401,2.54953
39,0.961563,0.259584,11.9372,-11.9372,0.0536554,0.0730397,0.385031,0.524133
40,1.51833,0.13002,12.867,-12.867,0.011065,0.275027,0.0794024,1.9736
41,0.69335,0.159256,12.6572,-12.6572,0.0718712,0.0952378,0.515748,0.683427
42,1.55668,0.108192,13.0236,-13.0236,0.161348,0.417096,1.15783,2.99308
43,2.6421,0.265426,11.8953,-11.8953,0.051023,0.100331,0.366141,0.719973
44,0.579545,0,13.8,-13.8,0.0181183,0.14011,0.130017,1.00543
45,2.82321,0.354385,11.2569,-11.2569,0.0975903,0.145613,0.700308,1.04492
46,1.45072,0.294877,11.684,-11.684,0.0186159,0.132069,0.133587,0.947728
47,4.23263,0.475805,10.3856,-10.3856,0.00771514,0.102004,0.0553638,0.731979
48,1.58306,0.0949619,13.1186,-13.1186,0.00712529,0.126092,0.0511311,0.904838
49,0.584576,0.106171,13.0381,-13.0381,0.0353902,0.188988,0.25396,1.35618
50,1.92664,0.223391,12.1969,-12.1969,0.0936513,0.16876,0.672042,1.21102
51,0.685704,0.212341,12.2762,-12.2762,0.116724,0.381939,0.837613,2.7408
52,4.29787,0.495368,10.2452,-10.2452,0.06849,0.139565,0.491485,1.00152
53,4.07417,0.42775,10.7305,-10.7305,0.00264606,0.290279,0.0189881,2.08304
54,5.22184,0.520383,10.0657,-10.0657,0.049693,0.227588,0.356597,1.63317
55,6.35172,0.775693,8.23363,-8.23363,0.0726108,0.111756,0.521055,0.801961
56,1.87709,0.159256,12.6572,-12.6572,0.0521297,0.226806,0.374083,1.62756
57,0.565018,0,13.8,-13.8,0.000460575,0.17728,0.00330508,1.27216
58,2.81482,0.562916,9.76052,-9.76052,0.161176,0.366152,1.1566,2.62751
59,5.66955,0.610266,9.42073,-9.42073,0.0628789,0.17568,0.451219,1.26068
60,1.92505,0.318512,11.5144,-11.5144,0.016039,0.164224,0.115096,1.17847
61,3.59765,0.402872,10.909,-10.909,0.124027,0.257022,0.890016,1.84439
62,0.153426,0.0530853,13.4191,-13.4191,0.0145803,0.147689,0.104628,1.05982
63,4.27933,0.704233,8.74643,-8.74643,0.0338484,0.142493,0.242896,1.02253
64,0.726228,0.107634,13.0276,-13.0276,0.026959,0.360382,0.193458,2.5861
65,0.380344,0.0253013,13.6184,-13.6184,0.00278273,0.204691,0.0199689,1.46886
66,0.933467,0.262796,11.9142,-11.9142,0.0265615,0.246379,0.190605,1.76802
67,1.84734,0.21557,12.2531,-12.2531,0,0.260878,0,1.87206
68,2.48144,0.00723221,13.7481,-13.7481,0.0407234,0.26742,0.292231,1.91901
69,3.17476,0.535502,9.95724,-9.95724,0.0267136,0.159296,0.191697,1.14311
70,3.1721,0.486734,10.3072,-10.3072,0.00829505,0.236424,0.0595253,1.69658
71,4.69656,0.875075,7.52046,-7.52046,0.05496,0.3687,0.394393,2.64579
72,3.23097,0.480959,10.3486,-10.3486,0.0449761,0.124121,0.322748,0.890692
73,3.69147,0.205254,12.3271,-12.3271,0.0235327,0.135651,0.168871,0.973432
74,3.08558,0.160782,12.6462,-12.6462,0.0919538,0.0947529,0.659861,0.679947
75,0.593817,0.149144,12.7297,-12.7297,0.0306829,0.215499,0.220181,1.54642
76,1.59925,0.335354,11.3935,-11.3935,0,0.1721,0,1.23499
77,1.32917,0.278975,11.7981,-11.7981,0,0.191642,0,1.37523
78,2.84737,0.339931,11.3607,-11.3607,0.00112733,0.158494,0.00808969,1.13735
79,3.0732,0.138741,12.8044,-12.8044,0.0186744,0.109868,0.134008,0.788411
80,5.76318,0.54678,9.8763,-9.8763,0.078613,0.192066,0.564127,1.37827
81,5.66589,0.43568,10.6736,-10.6736,0.0896894,0.171269,0.643611,1.22902
82,2.47537,0.244024,12.0489,-12.0489,0.00999352,0.282804,0.0717135,2.0294
83,2.61911,0.146608,12.7479,-12.7479,0.0997574,0.202973,0.715859,1.45654
84,0.544019,0.0911277,13.1461,-13.1461,0.012864,0.251267,0.0923124,1.80309
85,3.67414,0.254979,11.9703,-11.9703,0.0745749,0.195248,0.535149,1.4011
86,0.780115,0.265794,11.8927,-11.8927,0,0.0208185,0,0.149393
87,1.57692,0.153262,12.7002,-12.7002,0.00660339,0.210338,0.047386,1.50939
88,0.34582,0,13.8,-13.8,0.0209343,0.0519314,0.150224,0.37266
89,2.78881,0.176941,12.5303,-12.5303,0,0.149857,0,1.07538
90,0.852083,0.169247,12.5855,-12.5855,0.0423457,0.0315957,0.303873,0.226731
91,5.63893,0.640743,9.20203,-9.20203,0.0408629,0.418373,0.293232,3.00224
92,1.21213,0.0528599,13.4207,-13.4207,0.0762727,0.263739,0.547333,1.89259
93,2.70321,0.119725,12.9409,-12.9409,0.0782262,0.148233,0.561351,1.06372
94,3.89418,0.620082,9.35029,-9.35029,0.0345844,0.353922,0.248178,2.53975
95,1.7212,0.27731,11.81,-11.81,0.0177874,0.0846497,0.127643,0.607447
96,3.98599,0.368351,11.1567,-11.1567,0.0250766,0.251499,0.17995,1.80476
97,1.64865,0.165055,12.6156,-12.6156,0.0996598,0.0547395,0.715159,0.392811
98,1.50178,0.228212,12.1624,-12.1624,0,0.0936141,0,0.671775
99,1.25712,0.111934,12.9968,-12.9968,0.0845034,0.354522,0.606397,2.54405
