Realization Number,Raleigh Average Weekly Release Volume (MGW),Durham Average Weekly Buyback Volume (MGW),Total Realization Cost of Releases to Raleigh,Total Realization Cost of Releases to Durham,Raleigh Average Weekly Transfer Volume (MGW),Durham Average Weekly Transfer Volume (MGW),Total Realization Cost of Transfers to Raleigh,Total Realization Cost of Transfers to Durham
26,5.81549,1.15037,5.54495,-5.54495,0.159511,0.173526,1.14465,1.24523
27,3.16831,0.235232,12.112,-12.112,0.104838,0.21644,0.752316,1.55317
28,2.97959,0.333726,11.4052,-11.4052,0.0382571,0.163188,0.274533,1.17104
29,5.49618,0.95964,6.91362,-6.91362,0.0446196,0.301283,0.32019,2.16201
30,1.69443,0.280138,11.7897,-11.7897,0.0146411,0.161807,0.105065,1.16113
31,3.43138,0.486526,10.3087,-10.3087,0.041301,0.478178,0.296376,3.43141
32,5.38141,0.562095,9.76641,-9.76641,0.0345195,0.181401,0.247712,1.30173
33,2.38094,0.475869,10.3852,-10.3852,0.059191,0.189668,0.424755,1.36105
34,1.57679,0.546648,9.87726,-9.87726,0.00711376,0.144969,0.0510484,1.0403
35,2.68698,0.406697,10.8815,-10.8815,0.0530099,0.196587,0.380399,1.41071
36,1.88577,0.0768998,13.2482,-13.2482,0.0033057,0.0682762,0.0237217,0.48995
37,3.92513,0.690381,8.84583,-8.84583,0.151493,0.625771,1.08712,4.49053
38,5.18731,0.746771,8.44117,-8.44117,0.132891,0.331853,0.953627,2.38138
39,1.91483,0.26242,11.9169,-11.9169,0.0536553,0.0571089,0.385031,0.409813
40,3.18449,0.318512,11.5144,-11.5144,0.0109462,0.285143,0.07855,2.04619
41,1.1875,0.0456691,13.4723,-13.4723,0.0681456,0.0952378,0.489013,0.683427
42,1.92006,0.403788,10.9024,-10.9024,0.162274,0.391635,1.16448,2.81037
43,3.36254,0.542442,9.90743,-9.90743,0.0468515,0.100267,0.336206,0.719516
44,0.768878,0.159256,12.6572,-12.6572,0,0.0836799,0,0.600487
45,2.96929,0.425679,10.7453,-10.7453,0.0950906,0.141292,0.68237,1.01391
46,0.572718,0.180145,12.5073,-12.5073,0.0193002,0.127646,0.138498,0.915987
47,4.09968,0.426316,10.7408,-10.7408,0.00421449,0.0888595,0.0302432,0.637656
48,1.08645,0.146557,12.7483,-12.7483,0.00712529,0.126092,0.0511311,0.904838
49,0.753467,0.107561,13.0281,-13.0281,0.0353902,0.188988,0.25396,1.35618
50,3.24919,0.501187,10.2035,-10.2035,0.106527,0.128328,0.764436,0.920884
51,1.73293,0.199775,12.3664,-12.3664,0.0868164,0.319177,0.622995,2.29041
52,2.91928,0.519042,10.0754,-10.0754,0.0843461,0.135046,0.605268,0.969089
53,5.90424,0.987918,6.7107,-6.7107,0.00264606,0.26845,0.0189881,1.92639
54,5.54148,0.67155,8.98096,-8.98096,0.049693,0.227187,0.356597,1.63029
55,5.61303,0.679301,8.92534,-8.92534,0.0683033,0.114737,0.490144,0.823354
56,1.23459,0.277615,11.8078,-11.8078,0.0519572,0.226979,0.372845,1.6288
57,1.86264,0.117046,12.9601,-12.9601,0.000460575,0.168887,0.00330508,1.21193
58,2.50634,0.320065,11.5032,-11.5032,0.160293,0.367035,1.15026,2.63385
59,5.05947,0.55806,9.79536,-9.79536,0.06287,0.175689,0.451155,1.26074
60,3.40632,0.407658,10.8746,-10.8746,0.0164735,0.119212,0.118214,0.855465
61,3.76499,0.27915,11.7968,-11.7968,0.120895,0.260154,0.86754,1.86686
62,0.111166,0.0530853,13.4191,-13.4191,0.0145803,0.124379,0.104628,0.892544
63,5.8286,0.637928,9.22223,-9.22223,0.0567961,0.132924,0.407569,0.953866
64,0.468697,0.159256,12.6572,-12.6572,0.026931,0.354677,0.193257,2.54517
65,1.47494,0.289063,11.7257,-11.7257,0.00278273,0.229739,0.0199689,1.6486
66,1.14683,0.190462,12.4332,-12.4332,0.042541,0.2304,0.305274,1.65335
67,1.43979,0.25053,12.0022,-12.0022,0,0.260878,0,1.87206
68,3.3406,0.365575,11.1766,-11.1766,0.040721,0.270015,0.292214,1.93762
69,3.81094,0.435807,10.6727,-10.6727,0.0268526,0.224955,0.192694,1.61428
70,3.37707,0.649111,9.14198,-9.14198,0.00888316,0.175256,0.0637456,1.25764
71,3.32771,0.889879,7.41423,-7.41423,0.0893996,0.237622,0.641532,1.70518
72,3.18582,0.502942,10.1909,-10.1909,0.0547813,0.102492,0.393111,0.735479
73,3.78953,0.672197,8.97632,-8.97632,0.0275336,0.13165,0.197581,0.944721
74,3.79525,0.551878,9.83972,-9.83972,0.110087,0.108088,0.789984,0.775636
75,1.72675,0.265426,11.8953,-11.8953,0.0306829,0.215499,0.220181,1.54642
76,1.5933,0.390787,10.9957,-10.9957,0,0.130364,0,0.935494
77,1.41184,0.255611,11.9657,-11.9657,0,0.191642,0,1.37523
78,2.98235,0.265426,11.8953,-11.8953,0.00112732,0.116977,0.00808962,0.839429
79,3.81975,0.265426,11.8953,-11.8953,0.0211699,0.100688,0.151915,0.722536
80,6.45761,0.845882,7.72995,-7.72995,0.0936157,0.197679,0.671787,1.41855
81,8.3703,0.902649,7.32259,-7.32259,0.0980661,0.162892,0.703723,1.16891
82,2.78762,0.345509,11.3206,-11.3206,0.0176413,0.153655,0.126594,1.10263
83,4.36677,0.799113,8.06556,-8.06556,0.131609,0.183884,0.944428,1.31955
84,0.509522,0.0721598,13.2822,-13.2822,0.012864,0.239528,0.0923124,1.71885
85,3.49259,0.335267,11.3941,-11.3941,0.074731,0.186127,0.536269,1.33565
86,1.79598,0.268137,11.8758,-11.8758,0,0.0208185,0,0.149393
87,2.99094,0.321263,11.4946,-11.4946,0.0066034,0.210129,0.047386,1.50789
88,2.27619,0.155851,12.6816,-12.6816,0.0209343,0.0517049,0.150224,0.371034
89,3.30827,0.634972,9.24344,-9.24344,0,0.149857,0,1.07538
90,2.26374,0.159256,12.6572,-12.6572,0.0423457,0.0315957,0.303873,0.226731
91,5.33066,0.677414,8.93888,-8.93888,0.0410603,0.411214,0.294649,2.95087
92,1.8101,0.131799,12.8542,-12.8542,0.0762727,0.260684,0.547333,1.87067
93,3.07093,0.386846,11.024,-11.024,0.0784065,0.16136,0.562645,1.15792
94,4.46033,0.623705,9.3243,-9.3243,0.0628632,0.287138,0.451107,2.06051
95,1.199,0.23463,12.1163,-12.1163,0.0178403,0.0929807,0.128022,0.667229
96,6.63646,1.00069,6.61902,-6.61902,0.0250766,0.214596,0.17995,1.53994
97,2.17502,0.106171,13.0381,-13.0381,0.0801602,0.0299719,0.575229,0.215078
98,0.950673,0.264069,11.905,-11.905,0,0.0936141,0,0.671775
99,1.04786,0.209396,12.2974,-12.2974,0.0852858,0.329081,0.612011,2.36148
