1,1,31.016,0,0
1,1,12236.9,0,0
1,1,5588.46,0,0
1,1,2737.03,0,0
0.998041,1,137.395,0,0
0.998793,1,2237.09,0,0
1,1,7240.29,0,0
1,1,6565.63,0,0
1,1,3846.07,0,0
1,1,819.101,0,0
1,1,1442.56,0,0
1,1,3209.24,0,0
1,1,2177.66,0,0
0.999565,1,577.694,0,0
1,1,3306.71,0,0
1,1,1728.3,0,0
1,1,3165.6,0,0
1,1,5886.27,0,0
1,1,4827.72,0,0
1,1,3075.79,0,0
1,1,341.63,0,0
1,1,38.112,0,0
0.980795,1,439.209,0,0
0.979864,1,654.178,0,0
1,1,1373.91,0,0
0.987396,1,225.352,0,0
0.980563,1,102.404,0,0
0.956023,1,97.9054,0,0
1,1,229.133,0,0
1,1,695.972,0,0
0.996065,0.992106,9.05,0,0
0.986959,0.973145,9.05,0,0
1,0.946491,9.05,0,0
1,0.938677,9.05,0,0
0.978565,0.905455,9.05,0,0
0.965301,0.88238,9.05,0,0
0.956813,0.848592,9.05,0,0
0.928731,0.819247,9.05,0,0
0.910425,0.788225,9.05,0,0
0.895707,0.756896,9.05,0,0
0.911068,0.747622,9.05,0,0
0.894012,0.755593,9.05,0,0
0.965015,0.750822,9.05,0,0
0.95273,0.838782,9.05,0,0
0.979764,0.905424,9.05,0,0
1,1,167.593,0,0
1,1,510.965,0,0
1,0.988218,9.05,0,0
1,0.984284,9.05,0,0
1,0.993841,27.139,0,0
1,1,108.59,0,0
1,1,952.08,0,0
1,1,807.032,0,0
1,1,1031.94,0,0
1,1,1370.34,0,0
1,1,787.221,0,0
1,1,914.246,0,0
1,1,417.139,0,0
1,1,3042.56,0,0
1,1,3341.88,0,0
1,1,1391.93,0,0
1,1,130.798,0,0
1,1,215.859,0,0
1,1,883.375,0,0
1,1,852.343,0,0
1,1,1391.43,0,0
1,1,710.296,0,0
1,1,123.345,0,0
0.99496,1,90.1598,0,0
1,1,791.751,0,0
1,1,546.862,0,0
1,1,944.516,0,0
1,1,613.106,0,0
1,1,848.667,0,0
1,1,280.061,0,0
0.971949,0.977422,9.05,0,0
0.980569,0.955117,9.05,0,0
0.954487,0.934986,9.05,0,0
0.932909,0.905391,9.05,0,0
0.931494,0.895865,9.05,0,0
0.953923,0.962471,9.05,0,0
0.972957,1,315.479,0,0
0.955218,0.992178,9.05,0,0
