Realization Number,Raleigh Average Weekly Release Volume (MGW),Durham Average Weekly Buyback Volume (MGW),Total Realization Cost of Releases to Raleigh,Total Realization Cost of Releases to Durham,Raleigh Average Weekly Transfer Volume (MGW),Durham Average Weekly Transfer Volume (MGW),Total Realization Cost of Transfers to Raleigh,Total Realization Cost of Transfers to Durham
63,10.1173,0.9524,6.96558,-6.96558,0.0842562,0.62581,0.604623,4.49081
64,1.6099,0.332691,11.4126,-11.4126,0.0721634,2.59089,0.517844,18.5922
65,3.56037,0.32424,11.4733,-11.4733,0.0482182,2.08216,0.346014,14.9416
66,3.68974,0.548311,9.86532,-9.86532,0.0967147,3.22591,0.694025,23.1492
67,2.64275,0.187741,12.4528,-12.4528,0.0779179,1.08148,0.559139,7.76069
68,7.21719,0.384958,11.0375,-11.0375,0.0528587,0.869203,0.379314,6.2374
69,8.77736,0.854534,7.66786,-7.66786,0.0364539,0.598293,0.261593,4.29335
70,8.7445,0.62363,9.32483,-9.32483,0.0908349,1.3761,0.651831,9.87493
71,9.12818,1.44674,3.41821,-3.41821,0.182117,2.21565,1.30687,15.8995
72,5.93632,0.765246,8.30859,-8.30859,0.100178,0.406776,0.718877,2.91903
73,7.92887,0.863268,7.60519,-7.60519,0.02714,0.248929,0.194757,1.78631
74,6.35707,0.553792,9.82599,-9.82599,0.088194,0.501947,0.63288,3.60197
75,3.58604,0.604624,9.46122,-9.46122,0.155482,1.76879,1.11574,12.6928
76,5.11042,0.853347,7.67638,-7.67638,0,0.57859,0,4.15196
77,4.17012,0.860065,7.62817,-7.62817,0.0156967,1.57224,0.112639,11.2824
78,5.66667,0.503339,10.188,-10.188,0.0621314,0.371479,0.445855,2.66573
79,7.01969,0.477768,10.3715,-10.3715,0.055584,0.53204,0.398871,3.81792
80,11.3155,0.85542,7.6615,-7.6615,0.17928,0.759398,1.28651,5.44944
81,13.6856,0.993104,6.67349,-6.67349,0.252513,0.585941,1.81203,4.20471
82,8.0504,0.765688,8.30543,-8.30543,0.0968187,0.778687,0.694771,5.58786
83,7.54509,0.68082,8.91443,-8.91443,0.126753,2.11649,0.909582,15.188
84,1.80434,0.295178,11.6818,-11.6818,0.0419994,1.14637,0.301388,8.22634
85,7.46354,0.877184,7.50533,-7.50533,0.105979,0.941801,0.760506,6.75836
86,3.00261,0.304658,11.6138,-11.6138,0.0413809,0.813345,0.296949,5.83656
87,4.58878,0.284845,11.756,-11.756,0.0248203,0.472309,0.178111,3.38929
88,2.83539,0.265426,11.8953,-11.8953,0.028944,0.297148,0.207702,2.13233
89,7.33225,0.705645,8.73629,-8.73629,0.00511113,0.263438,0.0366775,1.89043
90,3.64186,0.393994,10.9727,-10.9727,0.0780994,0.220423,0.560441,1.58175
91,12.3665,1.1917,5.24833,-5.24833,0.123873,3.57622,0.888913,25.663
92,3.75879,0.445267,10.6048,-10.6048,0.189527,2.26844,1.36005,16.2783
93,8.79042,0.943689,7.02808,-7.02808,0.116135,1.80101,0.833388,12.924
94,8.66016,0.805956,8.01646,-8.01646,0.137315,1.69314,0.985375,12.1499
95,3.5166,0.424682,10.7525,-10.7525,0.0608628,0.351306,0.436752,2.52098
96,10.8779,0.833381,7.81966,-7.81966,0.0970464,1.06515,0.696405,7.64353
97,3.55267,0.220131,12.2203,-12.2203,0.114008,0.264671,0.818123,1.89928
98,2.98057,0.33219,11.4162,-11.4162,0.0147101,0.378838,0.105559,2.71854
99,3.33279,0.62216,9.33538,-9.33538,0.215587,0.709203,1.54705,5.08924
