Solution,RDMnum,Realization,Year,Utility,Project
0,0,603,23,Raleigh,Reallocate Falls Lake
0,0,603,33,Durham,Western JL WTP (Large)
0,0,604,16,Durham,Western JL WTP (Small)
0,0,604,23,Raleigh,Reallocate Falls Lake
0,0,604,33,Durham,Western JL WTP (Large)
0,0,604,48,Raleigh,Neuse River Intake
0,0,605,16,Durham,Western JL WTP (Small)
0,0,605,23,Raleigh,Reallocate Falls Lake
0,0,605,33,Durham,Western JL WTP (Large)
0,0,605,48,Raleigh,Neuse River Intake
0,0,606,16,Durham,Western JL WTP (Small)
0,0,606,21,Raleigh,Reallocate Falls Lake
0,0,606,33,Durham,Western JL WTP (Large)
0,0,606,45,Raleigh,Neuse River Intake
0,0,607,16,Durham,Western JL WTP (Small)
0,0,607,21,Raleigh,Reallocate Falls Lake
0,0,607,33,Durham,Western JL WTP (Large)
0,0,607,48,Raleigh,Neuse River Intake
0,0,608,16,Durham,Western JL WTP (Small)
0,0,608,23,Raleigh,Reallocate Falls Lake
0,0,608,33,Durham,Western JL WTP (Large)
0,0,608,50,Raleigh,Neuse River Intake
0,0,609,16,Durham,Western JL WTP (Small)
0,0,609,22,Raleigh,Reallocate Falls Lake
0,0,609,33,Durham,Western JL WTP (Large)
0,0,609,41,Raleigh,Neuse River Intake
0,0,610,16,Durham,Western JL WTP (Small)
0,0,610,23,Raleigh,Reallocate Falls Lake
0,0,610,33,Durham,Western JL WTP (Large)
0,0,611,16,Durham,Western JL WTP (Small)
0,0,611,23,Raleigh,Reallocate Falls Lake
0,0,611,33,Durham,Western JL WTP (Large)
0,0,612,16,Durham,Western JL WTP (Small)
0,0,612,23,Raleigh,Reallocate Falls Lake
0,0,612,33,Durham,Western JL WTP (Large)
0,0,612,48,Raleigh,Neuse River Intake
0,0,613,16,Durham,Western JL WTP (Small)
0,0,613,23,Raleigh,Reallocate Falls Lake
0,0,613,33,Durham,Western JL WTP (Large)
0,0,613,50,Raleigh,Neuse River Intake
0,0,614,16,Durham,Western JL WTP (Small)
0,0,614,23,Raleigh,Reallocate Falls Lake
0,0,614,33,Durham,Western JL WTP (Large)
0,0,614,47,Raleigh,Neuse River Intake
0,0,615,16,Durham,Western JL WTP (Small)
0,0,615,23,Raleigh,Reallocate Falls Lake
0,0,615,33,Durham,Western JL WTP (Large)
0,0,615,48,Raleigh,Neuse River Intake
0,0,616,16,Durham,Western JL WTP (Small)
0,0,616,23,Raleigh,Reallocate Falls Lake
0,0,616,33,Durham,Western JL WTP (Large)
0,0,616,48,Raleigh,Neuse River Intake
0,0,617,16,Durham,Western JL WTP (Small)
0,0,617,23,Raleigh,Reallocate Falls Lake
0,0,617,33,Durham,Western JL WTP (Large)
0,0,617,48,Raleigh,Neuse River Intake
0,0,618,16,Durham,Western JL WTP (Small)
0,0,618,23,Raleigh,Reallocate Falls Lake
0,0,618,33,Durham,Western JL WTP (Large)
0,0,618,46,Raleigh,Neuse River Intake
0,0,619,16,Durham,Western JL WTP (Small)
0,0,619,23,Raleigh,Reallocate Falls Lake
0,0,619,33,Durham,Western JL WTP (Large)
0,0,619,48,Raleigh,Neuse River Intake
0,0,620,16,Durham,Western JL WTP (Small)
0,0,620,22,Raleigh,Reallocate Falls Lake
0,0,620,33,Durham,Western JL WTP (Large)
0,0,620,48,Raleigh,Neuse River Intake
0,0,621,16,Durham,Western JL WTP (Small)
0,0,621,23,Raleigh,Reallocate Falls Lake
0,0,621,33,Durham,Western JL WTP (Large)
0,0,621,50,Raleigh,Neuse River Intake
0,0,622,16,Durham,Western JL WTP (Small)
0,0,622,23,Raleigh,Reallocate Falls Lake
0,0,622,33,Durham,Western JL WTP (Large)
0,0,622,48,Raleigh,Neuse River Intake
0,0,623,16,Durham,Western JL WTP (Small)
0,0,623,23,Raleigh,Reallocate Falls Lake
0,0,623,33,Durham,Western JL WTP (Large)
0,0,624,16,Durham,Western JL WTP (Small)
0,0,624,23,Raleigh,Reallocate Falls Lake
0,0,624,33,Durham,Western JL WTP (Large)
0,0,624,48,Raleigh,Neuse River Intake
0,0,625,16,Durham,Western JL WTP (Small)
0,0,625,23,Raleigh,Reallocate Falls Lake
0,0,625,33,Durham,Western JL WTP (Large)
0,0,625,48,Raleigh,Neuse River Intake
0,0,626,16,Durham,Western JL WTP (Small)
0,0,626,23,Raleigh,Reallocate Falls Lake
0,0,626,33,Durham,Western JL WTP (Large)
0,0,626,48,Raleigh,Neuse River Intake
0,0,627,16,Durham,Western JL WTP (Small)
0,0,627,23,Raleigh,Reallocate Falls Lake
0,0,627,33,Durham,Western JL WTP (Large)
0,0,628,16,Durham,Western JL WTP (Small)
0,0,628,23,Raleigh,Reallocate Falls Lake
0,0,628,33,Durham,Western JL WTP (Large)
0,0,628,50,Raleigh,Neuse River Intake
0,0,629,16,Durham,Western JL WTP (Small)
0,0,629,23,Raleigh,Reallocate Falls Lake
0,0,629,33,Durham,Western JL WTP (Large)
0,0,629,48,Raleigh,Neuse River Intake
0,0,630,16,Durham,Western JL WTP (Small)
0,0,630,23,Raleigh,Reallocate Falls Lake
0,0,630,33,Durham,Western JL WTP (Large)
0,0,630,48,Raleigh,Neuse River Intake
0,0,631,16,Durham,Western JL WTP (Small)
0,0,631,23,Raleigh,Reallocate Falls Lake
0,0,631,33,Durham,Western JL WTP (Large)
0,0,632,16,Durham,Western JL WTP (Small)
0,0,632,21,Raleigh,Reallocate Falls Lake
0,0,632,33,Durham,Western JL WTP (Large)
0,0,632,35,Raleigh,Neuse River Intake
0,0,633,16,Durham,Western JL WTP (Small)
0,0,633,21,Raleigh,Reallocate Falls Lake
0,0,633,33,Durham,Western JL WTP (Large)
0,0,633,45,Raleigh,Neuse River Intake
0,0,634,16,Durham,Western JL WTP (Small)
0,0,634,23,Raleigh,Reallocate Falls Lake
0,0,634,33,Durham,Western JL WTP (Large)
0,0,634,50,Raleigh,Neuse River Intake
0,0,635,16,Durham,Western JL WTP (Small)
0,0,635,21,Raleigh,Reallocate Falls Lake
0,0,635,33,Durham,Western JL WTP (Large)
0,0,635,48,Raleigh,Neuse River Intake
0,0,636,16,Durham,Western JL WTP (Small)
0,0,636,21,Raleigh,Reallocate Falls Lake
0,0,636,33,Durham,Western JL WTP (Large)
0,0,636,45,Raleigh,Neuse River Intake
0,0,637,16,Durham,Western JL WTP (Small)
0,0,637,21,Raleigh,Reallocate Falls Lake
0,0,637,33,Durham,Western JL WTP (Large)
0,0,637,37,Raleigh,Neuse River Intake
0,0,638,16,Durham,Western JL WTP (Small)
0,0,638,23,Raleigh,Reallocate Falls Lake
0,0,638,33,Durham,Western JL WTP (Large)
0,0,639,16,Durham,Western JL WTP (Small)
0,0,639,23,Raleigh,Reallocate Falls Lake
0,0,639,33,Durham,Western JL WTP (Large)
0,0,639,48,Raleigh,Neuse River Intake
0,0,640,16,Durham,Western JL WTP (Small)
0,0,640,23,Raleigh,Reallocate Falls Lake
0,0,640,33,Durham,Western JL WTP (Large)
0,0,640,48,Raleigh,Neuse River Intake
0,0,641,16,Durham,Western JL WTP (Small)
0,0,641,23,Raleigh,Reallocate Falls Lake
0,0,641,33,Durham,Western JL WTP (Large)
0,0,641,48,Raleigh,Neuse River Intake
0,0,642,16,Durham,Western JL WTP (Small)
0,0,642,21,Raleigh,Reallocate Falls Lake
0,0,642,33,Durham,Western JL WTP (Large)
0,0,642,48,Raleigh,Neuse River Intake
0,0,643,16,Durham,Western JL WTP (Small)
0,0,643,23,Raleigh,Reallocate Falls Lake
0,0,643,33,Durham,Western JL WTP (Large)
0,0,643,48,Raleigh,Neuse River Intake
0,0,644,16,Durham,Western JL WTP (Small)
0,0,644,23,Raleigh,Reallocate Falls Lake
0,0,644,33,Durham,Western JL WTP (Large)
0,0,645,16,Durham,Western JL WTP (Small)
0,0,645,23,Raleigh,Reallocate Falls Lake
0,0,645,33,Durham,Western JL WTP (Large)
0,0,646,16,Durham,Western JL WTP (Small)
0,0,646,23,Raleigh,Reallocate Falls Lake
0,0,646,33,Durham,Western JL WTP (Large)
0,0,646,48,Raleigh,Neuse River Intake
0,0,647,16,Durham,Western JL WTP (Small)
0,0,647,23,Raleigh,Reallocate Falls Lake
0,0,647,33,Durham,Western JL WTP (Large)
0,0,648,16,Durham,Western JL WTP (Small)
0,0,648,23,Raleigh,Reallocate Falls Lake
0,0,648,33,Durham,Western JL WTP (Large)
0,0,648,50,Raleigh,Neuse River Intake
0,0,649,16,Durham,Western JL WTP (Small)
0,0,649,23,Raleigh,Reallocate Falls Lake
0,0,649,33,Durham,Western JL WTP (Large)
0,0,649,48,Raleigh,Neuse River Intake
0,0,650,16,Durham,Western JL WTP (Small)
0,0,650,23,Raleigh,Reallocate Falls Lake
0,0,650,33,Durham,Western JL WTP (Large)
0,0,650,42,Raleigh,Neuse River Intake
0,0,651,16,Durham,Western JL WTP (Small)
0,0,651,21,Raleigh,Reallocate Falls Lake
0,0,651,33,Durham,Western JL WTP (Large)
0,0,651,36,Raleigh,Neuse River Intake
0,0,652,16,Durham,Western JL WTP (Small)
0,0,652,23,Raleigh,Reallocate Falls Lake
0,0,652,33,Durham,Western JL WTP (Large)
0,0,652,43,Raleigh,Neuse River Intake
0,0,653,16,Durham,Western JL WTP (Small)
0,0,653,23,Raleigh,Reallocate Falls Lake
0,0,653,33,Durham,Western JL WTP (Large)
0,0,653,48,Raleigh,Neuse River Intake
0,0,654,16,Durham,Western JL WTP (Small)
0,0,654,23,Raleigh,Reallocate Falls Lake
0,0,654,33,Durham,Western JL WTP (Large)
0,0,654,48,Raleigh,Neuse River Intake
0,0,655,16,Durham,Western JL WTP (Small)
0,0,655,23,Raleigh,Reallocate Falls Lake
0,0,655,33,Durham,Western JL WTP (Large)
0,0,656,16,Durham,Western JL WTP (Small)
0,0,656,23,Raleigh,Reallocate Falls Lake
0,0,656,33,Durham,Western JL WTP (Large)
0,0,656,48,Raleigh,Neuse River Intake
0,0,657,16,Durham,Western JL WTP (Small)
0,0,657,23,Raleigh,Reallocate Falls Lake
0,0,657,33,Durham,Western JL WTP (Large)
0,0,657,48,Raleigh,Neuse River Intake
0,0,658,16,Durham,Western JL WTP (Small)
0,0,658,23,Raleigh,Reallocate Falls Lake
0,0,658,33,Durham,Western JL WTP (Large)
0,0,658,35,Raleigh,Neuse River Intake
0,0,659,16,Durham,Western JL WTP (Small)
0,0,659,21,Raleigh,Reallocate Falls Lake
0,0,659,33,Durham,Western JL WTP (Large)
0,0,659,38,Raleigh,Neuse River Intake
0,0,660,16,Durham,Western JL WTP (Small)
0,0,660,23,Raleigh,Reallocate Falls Lake
0,0,660,33,Durham,Western JL WTP (Large)
0,0,660,48,Raleigh,Neuse River Intake
0,0,661,16,Durham,Western JL WTP (Small)
0,0,661,21,Raleigh,Reallocate Falls Lake
0,0,661,33,Durham,Western JL WTP (Large)
0,0,661,42,Raleigh,Neuse River Intake
0,0,662,16,Durham,Western JL WTP (Small)
0,0,662,23,Raleigh,Reallocate Falls Lake
0,0,662,33,Durham,Western JL WTP (Large)
0,0,662,48,Raleigh,Neuse River Intake
0,0,663,16,Durham,Western JL WTP (Small)
0,0,663,23,Raleigh,Reallocate Falls Lake
0,0,663,33,Durham,Western JL WTP (Large)
0,0,664,16,Durham,Western JL WTP (Small)
0,0,664,23,Raleigh,Reallocate Falls Lake
0,0,664,33,Durham,Western JL WTP (Large)
0,0,664,50,Raleigh,Neuse River Intake
0,0,665,16,Durham,Western JL WTP (Small)
0,0,665,23,Raleigh,Reallocate Falls Lake
0,0,665,33,Durham,Western JL WTP (Large)
0,0,665,48,Raleigh,Neuse River Intake
0,0,666,16,Durham,Western JL WTP (Small)
0,0,666,21,Raleigh,Reallocate Falls Lake
0,0,666,33,Durham,Western JL WTP (Large)
0,0,666,48,Raleigh,Neuse River Intake
0,0,667,16,Durham,Western JL WTP (Small)
0,0,667,23,Raleigh,Reallocate Falls Lake
0,0,667,33,Durham,Western JL WTP (Large)
0,0,667,44,Raleigh,Neuse River Intake
0,0,668,16,Durham,Western JL WTP (Small)
0,0,668,21,Raleigh,Reallocate Falls Lake
0,0,668,33,Durham,Western JL WTP (Large)
0,0,668,41,Raleigh,Neuse River Intake
0,0,669,16,Durham,Western JL WTP (Small)
0,0,669,23,Raleigh,Reallocate Falls Lake
0,0,669,33,Durham,Western JL WTP (Large)
0,0,670,16,Durham,Western JL WTP (Small)
0,0,670,23,Raleigh,Reallocate Falls Lake
0,0,670,33,Durham,Western JL WTP (Large)
0,0,670,50,Raleigh,Neuse River Intake
0,0,671,16,Durham,Western JL WTP (Small)
0,0,671,23,Raleigh,Reallocate Falls Lake
0,0,671,33,Durham,Western JL WTP (Large)
0,0,671,51,Raleigh,Neuse River Intake
0,0,672,16,Durham,Western JL WTP (Small)
0,0,672,23,Raleigh,Reallocate Falls Lake
0,0,672,33,Durham,Western JL WTP (Large)
0,0,673,16,Durham,Western JL WTP (Small)
0,0,673,23,Raleigh,Reallocate Falls Lake
0,0,673,33,Durham,Western JL WTP (Large)
0,0,673,47,Raleigh,Neuse River Intake
0,0,674,16,Durham,Western JL WTP (Small)
0,0,674,23,Raleigh,Reallocate Falls Lake
0,0,674,33,Durham,Western JL WTP (Large)
0,0,674,48,Raleigh,Neuse River Intake
0,0,675,16,Durham,Western JL WTP (Small)
0,0,675,21,Raleigh,Reallocate Falls Lake
0,0,675,33,Durham,Western JL WTP (Large)
0,0,675,42,Raleigh,Neuse River Intake
0,0,676,16,Durham,Western JL WTP (Small)
0,0,676,23,Raleigh,Reallocate Falls Lake
0,0,676,33,Durham,Western JL WTP (Large)
0,0,676,49,Raleigh,Neuse River Intake
0,0,677,16,Durham,Western JL WTP (Small)
0,0,677,23,Raleigh,Reallocate Falls Lake
0,0,677,33,Durham,Western JL WTP (Large)
0,0,677,49,Raleigh,Neuse River Intake
0,0,678,16,Durham,Western JL WTP (Small)
0,0,678,23,Raleigh,Reallocate Falls Lake
0,0,678,33,Durham,Western JL WTP (Large)
0,0,678,49,Raleigh,Neuse River Intake
0,0,679,16,Durham,Western JL WTP (Small)
0,0,679,23,Raleigh,Reallocate Falls Lake
0,0,679,33,Durham,Western JL WTP (Large)
0,0,679,42,Raleigh,Neuse River Intake
0,0,680,16,Durham,Western JL WTP (Small)
0,0,680,23,Raleigh,Reallocate Falls Lake
0,0,680,33,Durham,Western JL WTP (Large)
0,0,680,46,Raleigh,Neuse River Intake
0,0,681,16,Durham,Western JL WTP (Small)
0,0,681,23,Raleigh,Reallocate Falls Lake
0,0,681,33,Durham,Western JL WTP (Large)
0,0,681,46,Raleigh,Neuse River Intake
0,0,682,16,Durham,Western JL WTP (Small)
0,0,682,23,Raleigh,Reallocate Falls Lake
0,0,682,33,Durham,Western JL WTP (Large)
0,0,683,16,Durham,Western JL WTP (Small)
0,0,683,23,Raleigh,Reallocate Falls Lake
0,0,683,33,Durham,Western JL WTP (Large)
0,0,683,46,Raleigh,Neuse River Intake
0,0,684,16,Durham,Western JL WTP (Small)
0,0,684,23,Raleigh,Reallocate Falls Lake
0,0,684,33,Durham,Western JL WTP (Large)
0,0,684,48,Raleigh,Neuse River Intake
0,0,685,16,Durham,Western JL WTP (Small)
0,0,685,21,Raleigh,Reallocate Falls Lake
0,0,685,33,Durham,Western JL WTP (Large)
0,0,685,47,Raleigh,Neuse River Intake
0,0,686,16,Durham,Western JL WTP (Small)
0,0,686,23,Raleigh,Reallocate Falls Lake
0,0,686,33,Durham,Western JL WTP (Large)
0,0,686,48,Raleigh,Neuse River Intake
0,0,687,16,Durham,Western JL WTP (Small)
0,0,687,22,Raleigh,Reallocate Falls Lake
0,0,687,33,Durham,Western JL WTP (Large)
0,0,687,48,Raleigh,Neuse River Intake
0,0,688,16,Durham,Western JL WTP (Small)
0,0,688,23,Raleigh,Reallocate Falls Lake
0,0,688,33,Durham,Western JL WTP (Large)
0,0,688,48,Raleigh,Neuse River Intake
0,0,689,16,Durham,Western JL WTP (Small)
0,0,689,21,Raleigh,Reallocate Falls Lake
0,0,689,33,Durham,Western JL WTP (Large)
0,0,689,45,Raleigh,Neuse River Intake
0,0,690,16,Durham,Western JL WTP (Small)
0,0,690,21,Raleigh,Reallocate Falls Lake
0,0,690,33,Durham,Western JL WTP (Large)
0,0,690,48,Raleigh,Neuse River Intake
0,0,691,16,Durham,Western JL WTP (Small)
0,0,691,23,Raleigh,Reallocate Falls Lake
0,0,691,33,Durham,Western JL WTP (Large)
0,0,691,48,Raleigh,Neuse River Intake
0,0,692,16,Durham,Western JL WTP (Small)
0,0,692,23,Raleigh,Reallocate Falls Lake
0,0,692,33,Durham,Western JL WTP (Large)
0,0,692,48,Raleigh,Neuse River Intake
0,0,693,16,Durham,Western JL WTP (Small)
0,0,693,23,Raleigh,Reallocate Falls Lake
0,0,693,33,Durham,Western JL WTP (Large)
0,0,694,16,Durham,Western JL WTP (Small)
0,0,694,23,Raleigh,Reallocate Falls Lake
0,0,694,33,Durham,Western JL WTP (Large)
0,0,694,48,Raleigh,Neuse River Intake
0,0,695,16,Durham,Western JL WTP (Small)
0,0,695,23,Raleigh,Reallocate Falls Lake
0,0,695,33,Durham,Western JL WTP (Large)
0,0,695,48,Raleigh,Neuse River Intake
0,0,696,16,Durham,Western JL WTP (Small)
0,0,696,23,Raleigh,Reallocate Falls Lake
0,0,696,33,Durham,Western JL WTP (Large)
0,0,696,49,Raleigh,Neuse River Intake
0,0,697,16,Durham,Western JL WTP (Small)
0,0,697,23,Raleigh,Reallocate Falls Lake
0,0,697,33,Durham,Western JL WTP (Large)
0,0,697,48,Raleigh,Neuse River Intake
0,0,698,16,Durham,Western JL WTP (Small)
0,0,698,21,Raleigh,Reallocate Falls Lake
0,0,698,33,Durham,Western JL WTP (Large)
0,0,698,42,Raleigh,Neuse River Intake
0,0,699,16,Durham,Western JL WTP (Small)
0,0,699,23,Raleigh,Reallocate Falls Lake
0,0,699,33,Durham,Western JL WTP (Large)
0,0,699,46,Raleigh,Neuse River Intake
0,0,700,16,Durham,Western JL WTP (Small)
0,0,700,23,Raleigh,Reallocate Falls Lake
0,0,700,33,Durham,Western JL WTP (Large)
0,0,700,48,Raleigh,Neuse River Intake
0,0,701,16,Durham,Western JL WTP (Small)
0,0,701,21,Raleigh,Reallocate Falls Lake
0,0,701,33,Durham,Western JL WTP (Large)
0,0,701,48,Raleigh,Neuse River Intake
0,0,702,16,Durham,Western JL WTP (Small)
0,0,702,23,Raleigh,Reallocate Falls Lake
0,0,702,33,Durham,Western JL WTP (Large)
0,0,702,45,Raleigh,Neuse River Intake
0,0,703,16,Durham,Western JL WTP (Small)
0,0,703,23,Raleigh,Reallocate Falls Lake
0,0,703,33,Durham,Western JL WTP (Large)
0,0,703,48,Raleigh,Neuse River Intake
0,0,704,16,Durham,Western JL WTP (Small)
0,0,704,23,Raleigh,Reallocate Falls Lake
0,0,704,33,Durham,Western JL WTP (Large)
0,0,704,48,Raleigh,Neuse River Intake
0,0,705,16,Durham,Western JL WTP (Small)
0,0,705,23,Raleigh,Reallocate Falls Lake
0,0,705,33,Durham,Western JL WTP (Large)
0,0,705,45,Raleigh,Neuse River Intake
0,0,706,16,Durham,Western JL WTP (Small)
0,0,706,23,Raleigh,Reallocate Falls Lake
0,0,706,33,Durham,Western JL WTP (Large)
0,0,707,16,Durham,Western JL WTP (Small)
0,0,707,23,Raleigh,Reallocate Falls Lake
0,0,707,33,Durham,Western JL WTP (Large)
0,0,708,16,Durham,Western JL WTP (Small)
0,0,708,23,Raleigh,Reallocate Falls Lake
0,0,708,33,Durham,Western JL WTP (Large)
0,0,708,48,Raleigh,Neuse River Intake
0,0,709,16,Durham,Western JL WTP (Small)
0,0,709,23,Raleigh,Reallocate Falls Lake
0,0,709,33,Durham,Western JL WTP (Large)
0,0,709,48,Raleigh,Neuse River Intake
0,0,710,16,Durham,Western JL WTP (Small)
0,0,710,23,Raleigh,Reallocate Falls Lake
0,0,710,33,Durham,Western JL WTP (Large)
0,0,710,48,Raleigh,Neuse River Intake
0,0,711,16,Durham,Western JL WTP (Small)
0,0,711,22,Raleigh,Reallocate Falls Lake
0,0,711,33,Durham,Western JL WTP (Large)
0,0,711,46,Raleigh,Neuse River Intake
0,0,712,16,Durham,Western JL WTP (Small)
0,0,712,23,Raleigh,Reallocate Falls Lake
0,0,712,33,Durham,Western JL WTP (Large)
0,0,712,48,Raleigh,Neuse River Intake
0,0,713,16,Durham,Western JL WTP (Small)
0,0,713,20,Raleigh,Reallocate Falls Lake
0,0,713,33,Durham,Western JL WTP (Large)
0,0,713,38,Raleigh,Neuse River Intake
0,0,714,16,Durham,Western JL WTP (Small)
0,0,714,21,Raleigh,Reallocate Falls Lake
0,0,714,33,Durham,Western JL WTP (Large)
0,0,714,48,Raleigh,Neuse River Intake
0,0,715,16,Durham,Western JL WTP (Small)
0,0,715,23,Raleigh,Reallocate Falls Lake
0,0,715,33,Durham,Western JL WTP (Large)
0,0,716,16,Durham,Western JL WTP (Small)
0,0,716,23,Raleigh,Reallocate Falls Lake
0,0,716,33,Durham,Western JL WTP (Large)
0,0,716,46,Raleigh,Neuse River Intake
0,0,717,16,Durham,Western JL WTP (Small)
0,0,717,23,Raleigh,Reallocate Falls Lake
0,0,717,33,Durham,Western JL WTP (Large)
0,0,717,48,Raleigh,Neuse River Intake
0,0,718,16,Durham,Western JL WTP (Small)
0,0,718,21,Raleigh,Reallocate Falls Lake
0,0,718,33,Durham,Western JL WTP (Large)
0,0,718,45,Raleigh,Neuse River Intake
0,0,719,16,Durham,Western JL WTP (Small)
0,0,719,23,Raleigh,Reallocate Falls Lake
0,0,719,33,Durham,Western JL WTP (Large)
0,0,719,48,Raleigh,Neuse River Intake
0,0,720,16,Durham,Western JL WTP (Small)
0,0,720,23,Raleigh,Reallocate Falls Lake
0,0,720,33,Durham,Western JL WTP (Large)
0,0,720,50,Raleigh,Neuse River Intake
0,0,721,16,Durham,Western JL WTP (Small)
0,0,721,23,Raleigh,Reallocate Falls Lake
0,0,721,33,Durham,Western JL WTP (Large)
0,0,721,48,Raleigh,Neuse River Intake
0,0,722,16,Durham,Western JL WTP (Small)
0,0,722,23,Raleigh,Reallocate Falls Lake
0,0,722,33,Durham,Western JL WTP (Large)
0,0,723,16,Durham,Western JL WTP (Small)
0,0,723,23,Raleigh,Reallocate Falls Lake
0,0,723,33,Durham,Western JL WTP (Large)
0,0,723,48,Raleigh,Neuse River Intake
0,0,724,16,Durham,Western JL WTP (Small)
0,0,724,23,Raleigh,Reallocate Falls Lake
0,0,724,33,Durham,Western JL WTP (Large)
0,0,724,48,Raleigh,Neuse River Intake
0,0,725,16,Durham,Western JL WTP (Small)
0,0,725,23,Raleigh,Reallocate Falls Lake
0,0,725,33,Durham,Western JL WTP (Large)
0,0,725,48,Raleigh,Neuse River Intake
0,0,726,16,Durham,Western JL WTP (Small)
0,0,726,23,Raleigh,Reallocate Falls Lake
0,0,726,33,Durham,Western JL WTP (Large)
0,0,727,16,Durham,Western JL WTP (Small)
0,0,727,23,Raleigh,Reallocate Falls Lake
0,0,727,33,Durham,Western JL WTP (Large)
0,0,727,47,Raleigh,Neuse River Intake
0,0,728,16,Durham,Western JL WTP (Small)
0,0,728,23,Raleigh,Reallocate Falls Lake
0,0,728,33,Durham,Western JL WTP (Large)
0,0,729,16,Durham,Western JL WTP (Small)
0,0,729,23,Raleigh,Reallocate Falls Lake
0,0,729,33,Durham,Western JL WTP (Large)
0,0,729,48,Raleigh,Neuse River Intake
0,0,730,16,Durham,Western JL WTP (Small)
0,0,730,23,Raleigh,Reallocate Falls Lake
0,0,730,33,Durham,Western JL WTP (Large)
0,0,730,52,Raleigh,Neuse River Intake
0,0,731,16,Durham,Western JL WTP (Small)
0,0,731,23,Raleigh,Reallocate Falls Lake
0,0,731,33,Durham,Western JL WTP (Large)
0,0,731,41,Raleigh,Neuse River Intake
0,0,732,16,Durham,Western JL WTP (Small)
0,0,732,23,Raleigh,Reallocate Falls Lake
0,0,732,33,Durham,Western JL WTP (Large)
0,0,732,45,Raleigh,Neuse River Intake
0,0,733,16,Durham,Western JL WTP (Small)
0,0,733,22,Raleigh,Reallocate Falls Lake
0,0,733,33,Durham,Western JL WTP (Large)
0,0,733,48,Raleigh,Neuse River Intake
0,0,734,16,Durham,Western JL WTP (Small)
0,0,734,23,Raleigh,Reallocate Falls Lake
0,0,734,33,Durham,Western JL WTP (Large)
0,0,734,48,Raleigh,Neuse River Intake
0,0,735,16,Durham,Western JL WTP (Small)
0,0,735,23,Raleigh,Reallocate Falls Lake
0,0,735,33,Durham,Western JL WTP (Large)
0,0,735,48,Raleigh,Neuse River Intake
0,0,736,16,Durham,Western JL WTP (Small)
0,0,736,23,Raleigh,Reallocate Falls Lake
0,0,736,33,Durham,Western JL WTP (Large)
0,0,736,45,Raleigh,Neuse River Intake
0,0,737,16,Durham,Western JL WTP (Small)
0,0,737,23,Raleigh,Reallocate Falls Lake
0,0,737,33,Durham,Western JL WTP (Large)
0,0,737,46,Raleigh,Neuse River Intake
0,0,738,16,Durham,Western JL WTP (Small)
0,0,738,23,Raleigh,Reallocate Falls Lake
0,0,738,33,Durham,Western JL WTP (Large)
0,0,739,16,Durham,Western JL WTP (Small)
0,0,739,23,Raleigh,Reallocate Falls Lake
0,0,739,33,Durham,Western JL WTP (Large)
0,0,739,51,Raleigh,Neuse River Intake
0,0,740,16,Durham,Western JL WTP (Small)
0,0,740,23,Raleigh,Reallocate Falls Lake
0,0,740,33,Durham,Western JL WTP (Large)
0,0,740,46,Raleigh,Neuse River Intake
0,0,741,16,Durham,Western JL WTP (Small)
0,0,741,23,Raleigh,Reallocate Falls Lake
0,0,741,33,Durham,Western JL WTP (Large)
0,0,742,16,Durham,Western JL WTP (Small)
0,0,742,23,Raleigh,Reallocate Falls Lake
0,0,742,33,Durham,Western JL WTP (Large)
0,0,742,50,Raleigh,Neuse River Intake
0,0,743,16,Durham,Western JL WTP (Small)
0,0,743,21,Raleigh,Reallocate Falls Lake
0,0,743,33,Durham,Western JL WTP (Large)
0,0,743,47,Raleigh,Neuse River Intake
0,0,744,16,Durham,Western JL WTP (Small)
0,0,744,23,Raleigh,Reallocate Falls Lake
0,0,744,33,Durham,Western JL WTP (Large)
0,0,744,48,Raleigh,Neuse River Intake
0,0,745,16,Durham,Western JL WTP (Small)
0,0,745,23,Raleigh,Reallocate Falls Lake
0,0,745,33,Durham,Western JL WTP (Large)
0,0,746,16,Durham,Western JL WTP (Small)
0,0,746,23,Raleigh,Reallocate Falls Lake
0,0,746,33,Durham,Western JL WTP (Large)
0,0,747,16,Durham,Western JL WTP (Small)
0,0,747,23,Raleigh,Reallocate Falls Lake
0,0,747,33,Durham,Western JL WTP (Large)
0,0,747,48,Raleigh,Neuse River Intake
0,0,748,16,Durham,Western JL WTP (Small)
0,0,748,22,Raleigh,Reallocate Falls Lake
0,0,748,33,Durham,Western JL WTP (Large)
0,0,748,39,Raleigh,Neuse River Intake
0,0,749,16,Durham,Western JL WTP (Small)
0,0,749,23,Raleigh,Reallocate Falls Lake
0,0,749,33,Durham,Western JL WTP (Large)
0,0,749,46,Raleigh,Neuse River Intake
0,0,750,16,Durham,Western JL WTP (Small)
0,0,750,23,Raleigh,Reallocate Falls Lake
0,0,750,33,Durham,Western JL WTP (Large)
0,0,750,48,Raleigh,Neuse River Intake
0,0,751,16,Durham,Western JL WTP (Small)
0,0,751,23,Raleigh,Reallocate Falls Lake
0,0,751,33,Durham,Western JL WTP (Large)
0,0,751,48,Raleigh,Neuse River Intake
0,0,752,16,Durham,Western JL WTP (Small)
0,0,752,23,Raleigh,Reallocate Falls Lake
0,0,752,33,Durham,Western JL WTP (Large)
0,0,752,49,Raleigh,Neuse River Intake
0,0,753,16,Durham,Western JL WTP (Small)
