Realization Number,Raleigh Average Weekly Release Volume (MGW),Durham Average Weekly Buyback Volume (MGW),Total Realization Cost of Releases to Raleigh,Total Realization Cost of Releases to Durham,Raleigh Average Weekly Transfer Volume (MGW),Durham Average Weekly Transfer Volume (MGW),Total Realization Cost of Transfers to Raleigh,Total Realization Cost of Transfers to Durham
23,2.88408,0.379962,11.0734,-11.0734,0.816844,6.89027,5.86168,49.4446
24,5.07694,0.530853,9.9906,-9.9906,0.453358,6.25141,3.2533,44.8602
25,12.4337,2.02705,-0.746088,0.746088,2.60342,5.65378,18.6821,40.5715
26,12.8872,1.23578,4.93205,-4.93205,1.12796,6.3129,8.09423,45.3014
27,9.74743,0.71394,8.67677,-8.67677,2.38344,6.23411,17.1036,44.736
28,5.87978,0.583972,9.60942,-9.60942,0.83807,4.82615,6.01399,34.6325
29,8.47519,1.17442,5.3724,-5.3724,2.0214,7.12254,14.5056,51.1113
30,4.86905,0.768108,8.28805,-8.28805,0.876079,8.12499,6.28674,58.3049
31,7.91501,1.10612,5.8625,-5.8625,1.41293,7.53205,10.1392,54.05
32,7.03577,0.894827,7.37872,-7.37872,2.38587,8.94892,17.121,64.2174
33,6.1911,0.498243,10.2246,-10.2246,1.10166,5.63625,7.90554,40.4457
34,3.52263,0.36703,11.1662,-11.1662,2.09276,5.25192,15.0177,37.6878
35,6.7542,0.953379,6.95855,-6.95855,1.0483,4.30062,7.52257,30.8612
36,4.6379,0.239703,12.0799,-12.0799,1.6282,6.57034,11.684,47.1488
37,10.4951,1.54203,2.73441,-2.73441,1.53017,7.11197,10.9805,51.0355
38,12.5616,1.42153,3.59912,-3.59912,1.37357,8.83635,9.85675,63.4097
39,3.70115,0.320949,11.4969,-11.4969,0.385968,5.33831,2.76971,38.3077
40,5.28594,0.657107,9.0846,-9.0846,1.07991,9.25984,7.74947,66.4486
41,4.07026,0.567472,9.72782,-9.72782,0.683656,6.93558,4.90592,49.7697
42,4.46341,0.672818,8.97186,-8.97186,2.23325,7.11961,16.0258,51.0903
43,7.26814,0.547649,9.87007,-9.87007,0.337924,5.54433,2.42495,39.7861
44,2.08171,0.235905,12.1071,-12.1071,0.599089,7.14496,4.29906,51.2723
45,7.33577,0.597614,9.51152,-9.51152,0.973061,6.00669,6.98268,43.104
46,4.20553,0.320151,11.5026,-11.5026,0.853656,8.33014,6.12584,59.7771
47,6.73373,0.367186,11.1651,-11.1651,0.705754,7.90995,5.06449,56.7618
48,3.56415,0.318512,11.5144,-11.5144,1.68941,8.72835,12.1232,62.6347
49,2.63012,0.397494,10.9476,-10.9476,0.539952,7.54115,3.87469,54.1153
50,4.47982,0.518552,10.0789,-10.0789,0.498994,7.10369,3.58078,50.9761
51,3.4277,0.541785,9.91215,-9.91215,2.63301,8.32491,18.8945,59.7395
52,8.08471,1.13224,5.67506,-5.67506,0.935312,6.51878,6.7118,46.7787
53,8.6932,0.728397,8.57302,-8.57302,2.0694,11.0616,14.85,79.378
54,10.2813,0.93359,7.10055,-7.10055,1.15392,4.70036,8.28052,33.7298
55,16.3329,1.44581,3.42484,-3.42484,1.5096,5.62797,10.8329,40.3863
56,3.08339,0.302949,11.626,-11.626,1.36183,8.07032,9.77248,57.9126
57,2.98786,0.198484,12.3757,-12.3757,0.149259,6.84378,1.07109,49.111
58,7.41439,0.781605,8.1912,-8.1912,3.6108,9.48586,25.9111,68.0705
59,10.4125,0.980216,6.76597,-6.76597,2.08992,8.24855,14.9973,59.1916
60,6.56793,0.74973,8.41994,-8.41994,0.749811,9.02668,5.38064,64.7755
61,7.34408,0.666449,9.01756,-9.01756,2.02119,5.96611,14.5041,42.8128
62,1.316,0.12584,12.897,-12.897,1.95793,7.02836,14.0501,50.4355
63,10.12,0.958412,6.92244,-6.92244,0.81552,7.1537,5.85217,51.3349
64,1.60678,0.332691,11.4126,-11.4126,1.27953,7.95654,9.18188,57.0961
65,3.8812,0.457085,10.52,-10.52,0.806939,4.89707,5.7906,35.1414
66,4.14133,0.589681,9.56845,-9.56845,2.34499,8.59001,16.8276,61.6419
67,2.78948,0.212341,12.2762,-12.2762,1.14953,6.58719,8.24901,47.2697
68,6.92949,0.357604,11.2338,-11.2338,1.00868,6.62002,7.23831,47.5053
69,8.94261,0.919272,7.2033,-7.2033,1.44037,5.37601,10.3361,38.5783
70,8.72678,0.659272,9.06907,-9.06907,1.66909,6.14297,11.9774,44.0819
71,10.0377,1.15437,5.51625,-5.51625,1.91971,8.05559,13.7759,57.8069
72,6.23893,0.857421,7.64715,-7.64715,1.5041,6.76974,10.7934,48.5796
73,7.78514,0.669369,8.99661,-8.99661,0.977566,7.4291,7.01501,53.3113
74,6.3823,0.531737,9.98426,-9.98426,0.716194,6.37367,5.13941,45.7375
75,3.99949,0.725092,8.59674,-8.59674,2.06861,8.1981,14.8443,58.8295
76,5.38014,0.864567,7.59587,-7.59587,0.0831865,5.52703,0.596947,39.662
77,4.21163,0.84423,7.7418,-7.7418,0.929214,7.36272,6.66804,52.8349
78,6.05173,0.493612,10.2578,-10.2578,1.78479,6.45936,12.8077,46.3524
79,7.10289,0.424682,10.7525,-10.7525,0.633222,6.83037,4.544,49.0147
80,11.2565,1.05105,6.25768,-6.25768,1.45198,7.34771,10.4194,52.7272
81,13.9454,1.05324,6.24193,-6.24193,2.6752,5.35773,19.1972,38.4471
82,8.26642,0.767857,8.28986,-8.28986,1.81116,6.00999,12.9969,43.1277
83,7.53676,0.648421,9.14693,-9.14693,0.699937,6.31975,5.02275,45.3505
84,1.80281,0.295178,11.6818,-11.6818,0.387538,8.56648,2.78097,61.4731
85,7.72795,1.05578,6.22375,-6.22375,0.677782,6.76351,4.86376,48.535
86,3.11927,0.417993,10.8005,-10.8005,0.917014,6.427,6.58049,46.1201
87,4.59157,0.27315,11.8399,-11.8399,0.171076,7.19792,1.22764,51.6523
88,2.85641,0.265426,11.8953,-11.8953,0.350093,5.45569,2.51226,39.15
89,7.50404,0.621006,9.34366,-9.34366,0.733049,6.22391,5.26036,44.6627
90,3.80658,0.463343,10.4751,-10.4751,0.263843,7.39571,1.89334,53.0716
91,12.2559,1.24983,4.83122,-4.83122,1.60242,8.05972,11.499,57.8365
92,3.77485,0.4399,10.6433,-10.6433,1.39697,8.66172,10.0247,62.1565
93,9.34392,1.11673,5.78634,-5.78634,1.72831,6.02368,12.4024,43.2259
94,9.0446,0.693467,8.82368,-8.82368,2.39435,6.52703,17.1819,46.838
95,3.56813,0.425732,10.7449,-10.7449,0.450495,4.75991,3.23275,34.1571
96,10.8788,0.815951,7.94473,-7.94473,0.557226,6.74693,3.99866,48.4159
97,3.56541,0.212341,12.2762,-12.2762,1.25978,5.14998,9.0402,36.9563
98,3.00038,0.33219,11.4162,-11.4162,0.339991,6.65661,2.43977,47.7678
99,3.5064,0.602606,9.4757,-9.4757,1.62734,6.20985,11.6778,44.5619
