Realization Number,Raleigh Average Weekly Release Volume (MGW),Durham Average Weekly Buyback Volume (MGW),Total Realization Cost of Releases to Raleigh,Total Realization Cost of Releases to Durham,Raleigh Average Weekly Transfer Volume (MGW),Durham Average Weekly Transfer Volume (MGW),Total Realization Cost of Transfers to Raleigh,Total Realization Cost of Transfers to Durham
90,2.49465,0.250955,11.9991,-11.9991,0.0423457,0.0480353,0.303873,0.344701
91,7.71956,1.14222,5.60346,-5.60346,0.0410603,0.440936,0.294649,3.16416
92,1.87177,0.106171,13.0381,-13.0381,0.0774861,0.315394,0.55604,2.26327
93,4.89447,0.83216,7.82842,-7.82842,0.0789125,0.167431,0.566276,1.20148
94,5.79244,0.772037,8.25986,-8.25986,0.0483989,0.373965,0.34731,2.68357
95,2.21596,0.331173,11.4235,-11.4235,0,0.113374,0,0.813574
96,7.60661,0.712923,8.68407,-8.68407,0.0433946,0.217131,0.311399,1.55813
97,2.39985,0.17103,12.5727,-12.5727,0.100222,0.0541769,0.719196,0.388774
98,2.13738,0.321965,11.4896,-11.4896,0,0.102864,0,0.738154
99,1.58267,0.453882,10.5429,-10.5429,0.0958006,0.373538,0.687465,2.68051
