6,1,1,1,31.016,0,0
6,2,1,1,12236.9,0,0
6,3,1,1,5588.46,0,0
6,4,1,1,2737.03,0,0
6,5,0.998041,1,137.395,0,0
6,6,0.998793,1,2237.09,0,0
6,7,1,1,7240.29,0,0
6,8,1,1,6565.63,0,0
6,9,1,1,3846.07,0,0
6,10,1,1,819.101,0,0
6,11,1,1,1442.56,0,0
6,12,1,1,3209.24,0,0
6,13,1,1,2177.66,0,0
6,14,0.999565,1,577.694,0,0
6,15,1,1,3306.71,0,0
6,16,1,1,1728.3,0,0
6,17,1,1,3165.6,0,0
6,18,1,1,5886.27,0,0
6,19,1,1,4827.72,0,0
6,20,1,1,3075.79,0,0
6,21,1,1,341.63,0,0
6,22,1,1,38.112,0,0
6,23,0.980795,1,439.209,0,0
6,24,0.979864,1,654.178,0,0
6,25,1,1,1373.91,0,0
6,26,0.987396,1,225.352,0,0
6,27,0.980563,1,102.404,0,0
6,28,0.956023,1,97.9054,0,0
6,29,1,1,229.133,0,0
6,30,1,1,695.972,0,0
6,31,0.996065,0.992106,9.05,0,0
6,32,0.986959,0.973145,9.05,0,0
6,33,1,0.946491,9.05,0,0
6,34,1,0.938677,9.05,0,0
6,35,0.978565,0.905455,9.05,0,0
6,36,0.965301,0.88238,9.05,0,0
6,37,0.956813,0.848592,9.05,0,0
6,38,0.928731,0.819247,9.05,0,0
6,39,0.910425,0.788225,9.05,0,0
6,40,0.895707,0.756896,9.05,0,0
6,41,0.911068,0.747622,9.05,0,0
6,42,0.894012,0.755593,9.05,0,0
6,43,0.965015,0.750822,9.05,0,0
6,44,0.95273,0.838782,9.05,0,0
6,45,0.979764,0.905424,9.05,0,0
6,46,1,1,167.593,0,0
6,47,1,1,510.965,0,0
6,48,1,0.988218,9.05,0,0
6,49,1,0.984284,9.05,0,0
6,50,1,0.993841,27.139,0,0
6,51,1,1,108.59,0,0
6,52,1,1,952.08,0,0
7,1,1,1,807.032,0,0
7,2,1,1,1031.94,0,0
7,3,1,1,1370.34,0,0
7,4,1,1,787.221,0,0
7,5,1,1,914.246,0,0
7,6,1,1,417.139,0,0
7,7,1,1,3042.56,0,0
7,8,1,1,3341.88,0,0
7,9,1,1,1391.93,0,0
7,10,1,1,130.798,0,0
7,11,1,1,215.859,0,0
7,12,1,1,883.375,0,0
7,13,1,1,852.343,0,0
7,14,1,1,1391.43,0,0
7,15,1,1,710.296,0,0
7,16,1,1,123.345,0,0
7,17,0.99496,1,90.1598,0,0
7,18,1,1,791.751,0,0
7,19,1,1,546.862,0,0
7,20,1,1,944.516,0,0
7,21,1,1,613.106,0,0
7,22,1,1,848.667,0,0
7,23,1,1,280.061,0,0
7,24,0.971949,0.977422,9.05,0,0
7,25,0.980569,0.955117,9.05,0,0
7,26,0.954487,0.934986,9.05,0,0
7,27,0.932909,0.905391,9.05,0,0
7,28,0.931494,0.895865,9.05,0,0
7,29,0.953923,0.962471,9.05,0,0
7,30,0.972957,1,315.479,0,0
7,31,0.955218,0.992178,9.05,0,0
7,32,1,1,221.907,0,0
7,33,1,1,610.488,0,0
7,34,0.99938,1,879.911,0,0
7,35,1,1,775.385,0,0
7,36,0.997882,1,143.727,0,0
7,37,0.99671,0.984147,9.05,0,0
7,38,0.969696,0.956133,9.05,0,0
7,39,0.97368,0.920317,9.05,0,0
7,40,0.965118,0.889198,9.05,0,0
7,41,0.99067,0.906489,9.05,0,0
7,42,0.986572,0.909464,9.05,0,0
7,43,0.973501,0.901955,9.05,0,0
7,44,0.965081,0.89551,9.05,0,0
7,45,0.942964,0.906267,9.05,0,0
7,46,0.963822,0.955734,9.05,0,0
7,47,0.984588,1,1765.17,0,0
7,48,0.983182,1,617.066,0,0
7,49,0.987078,1,160.4,0,0
7,50,0.99246,1,588.877,0,0
7,51,1,1,629.15,0,0
7,52,1,1,387.052,0,0
8,1,1,1,764.529,0,0
8,2,1,1,817.298,0,0
8,3,1,1,776.746,0,0
8,4,1,1,852.063,0,0
8,5,1,1,3599.51,0,0
8,6,1,1,618.456,0,0
8,7,1,1,1295.04,0,0
8,8,1,1,1551.46,0,0
8,9,1,1,207.862,0,0
8,10,1,1,4403.32,0,0
8,11,1,1,2804.5,0,0
8,12,1,1,2514.21,0,0
8,13,1,1,2059.87,0,0
8,14,1,1,2847.08,0,0
8,15,1,1,2922.58,0,0
8,16,1,1,4686.25,0,0
8,17,1,1,1324.33,0,0
8,18,1,1,3173.44,0,0
8,19,1,1,464.451,0,0
8,20,1,1,1594.72,0,0
8,21,1,1,1217.69,0,0
8,22,1,1,981.062,0,0
8,23,1,1,1754.52,0,0
8,24,1,1,567.213,0,0
8,25,1,1,194.313,0,0
8,26,0.998452,1,22.1031,0,0
8,27,0.993257,1,30.1393,0,0
8,28,0.969778,0.968836,9.05,0,0
8,29,0.952057,0.923864,9.05,0,0
8,30,0.956492,0.89308,9.05,0,0
8,31,0.964353,0.8506,9.05,0,0
8,32,0.947451,0.820764,9.05,0,0
8,33,0.91669,0.779017,9.05,0,0
8,34,0.906519,0.740284,9.05,0,0
8,35,0.883396,0.712026,9.05,0,0
8,36,0.859181,0.67538,9.05,0,0
8,37,0.837041,0.627911,9.05,0,0
8,38,0.7983,0.587631,9.05,0,0
8,39,0.774769,0.546658,9.05,0,0
8,40,0.76025,0.495736,9.05,0,0
8,41,0.749577,0.492951,9.05,0,0
8,42,0.752613,0.463722,9.05,0,0
8,43,0.748071,0.437674,9.05,0,0
8,44,0.782723,0.491476,9.05,0,0
8,45,0.777202,0.47364,9.05,0,0
8,46,0.803343,0.439346,9.05,0,0
8,47,0.797672,0.406488,9.05,0,0
8,48,0.800391,0.373054,9.05,0,0
8,49,0.80349,0.416088,9.05,0,0
8,50,0.827974,0.525066,27.139,0,0
8,51,0.94937,0.785164,27.139,0,0
8,52,1,0.992158,27.139,0,0
9,1,1,1,38.7838,0,0
