Realization Number,Raleigh Average Weekly Release Volume (MGW),Durham Average Weekly Buyback Volume (MGW),Total Realization Cost of Releases to Raleigh,Total Realization Cost of Releases to Durham,Raleigh Average Weekly Transfer Volume (MGW),Durham Average Weekly Transfer Volume (MGW),Total Realization Cost of Transfers to Raleigh,Total Realization Cost of Transfers to Durham
27,9.47176,0.711126,8.69696,-8.69696,0.0576963,0.251061,0.414029,1.80161
28,5.55606,0.618945,9.35845,-9.35845,0.0195015,0.298791,0.139943,2.14412
29,8.2454,1.06616,6.14927,-6.14927,0.0614347,0.618775,0.440856,4.44033
30,4.66183,0.745713,8.44876,-8.44876,0.0146411,0.357176,0.105065,2.56309
31,7.0327,0.907583,7.28718,-7.28718,0.065063,0.737093,0.466892,5.28938
32,5.98038,0.876519,7.5101,-7.5101,0.112243,0.208498,0.805458,1.49618
33,5.87758,0.491598,10.2723,-10.2723,0.0216787,0.349299,0.155566,2.50657
34,3.42731,0.327674,11.4486,-11.4486,0.00711376,0.156283,0.0510484,1.12148
35,6.25977,0.949054,6.98959,-6.98959,0.035692,0.29032,0.256126,2.08334
36,4.54857,0.271938,11.8486,-11.8486,0.0033057,0.0842399,0.0237217,0.604506
37,9.90355,1.46176,3.31043,-3.31043,0.232441,0.669765,1.668,4.80623
38,12.115,1.31619,4.355,-4.355,0.148076,0.55629,1.06259,3.99194
39,3.56784,0.291956,11.7049,-11.7049,0.0536554,0.0730397,0.385031,0.524133
40,5.00959,0.560634,9.77689,-9.77689,0.0231913,0.314407,0.166421,2.25619
41,3.8562,0.527103,10.0175,-10.0175,0.0681456,0.135735,0.489013,0.974035
42,4.26222,0.74456,8.45704,-8.45704,0.0963621,0.477548,0.691494,3.42689
43,6.83585,0.529079,10.0033,-10.0033,0.0467359,0.100383,0.335377,0.720345
44,2.02388,0.161265,12.6428,-12.6428,0.0316765,0.355468,0.22731,2.55084
45,7.22634,0.583938,9.60966,-9.60966,0.0727409,0.236055,0.521988,1.69393
46,4.00736,0.433282,10.6908,-10.6908,0.0704486,0.16343,0.505539,1.17277
47,6.40818,0.367842,11.1604,-11.1604,0.00421449,0.0888595,0.0302432,0.637656
48,3.48494,0.321169,11.4953,-11.4953,0.00712529,0.126092,0.0511311,0.904838
49,2.21228,0.324243,11.4732,-11.4732,0.0353902,0.272828,0.25396,1.95781
50,4.75272,0.428539,10.7248,-10.7248,0.0438361,0.24852,0.314568,1.78338
51,2.8974,0.376835,11.0958,-11.0958,0.140507,0.465393,1.00828,3.33966
52,7.81625,1.12518,5.72568,-5.72568,0.0684125,0.172203,0.490928,1.23573
53,8.40305,0.849365,7.70496,-7.70496,0.00264606,0.346334,0.0189881,2.48529
54,10.0295,0.808142,8.00077,-8.00077,0.0735274,0.2815,0.527632,2.02005
55,15.6547,1.34467,4.15064,-4.15064,0.0734415,0.137829,0.527016,0.989064
56,2.96137,0.238021,12.092,-12.092,0.0596442,0.307919,0.428007,2.20963
57,2.70084,0.0462384,13.4682,-13.4682,0.000460575,0.17728,0.00330508,1.27216
58,6.8836,0.594824,9.53154,-9.53154,0.177382,0.679992,1.27289,4.87962
59,10.4226,0.931374,7.11646,-7.11646,0.0759773,0.255251,0.545213,1.83168
60,6.35718,0.737291,8.5092,-8.5092,0.0140255,0.145519,0.100647,1.04425
61,7.16746,0.686155,8.87615,-8.87615,0.115689,0.304039,0.830181,2.18179
62,1.14278,0.0945718,13.1214,-13.1214,0.0145803,0.160206,0.104628,1.14964
63,9.89358,0.929794,7.1278,-7.1278,0.0343355,0.142006,0.246391,1.01903
64,1.55533,0.332691,11.4126,-11.4126,0.0357782,0.433917,0.256744,3.11379
65,3.49876,0.32424,11.4733,-11.4733,0.00275077,0.307254,0.0197395,2.20485
66,3.80972,0.532936,9.97565,-9.97565,0.0359517,0.420666,0.257989,3.0187
67,2.65762,0.162484,12.634,-12.634,0,0.292843,0,2.10144
68,7.21721,0.384958,11.0375,-11.0375,0.0428012,0.319681,0.307141,2.29403
69,8.34786,0.739487,8.49344,-8.49344,0.0262287,0.346326,0.188217,2.48523
70,8.03484,0.634601,9.2461,-9.2461,0.0187969,0.400143,0.134887,2.87143
71,9.46238,1.25049,4.82646,-4.82646,0.0444452,0.529355,0.318939,3.79865
72,5.88618,0.715252,8.66735,-8.66735,0.0515189,0.128343,0.3697,0.920986
73,7.92887,0.863268,7.60519,-7.60519,0.0261917,0.135706,0.187951,0.973828
74,6.33342,0.517327,10.0877,-10.0877,0.0970693,0.149338,0.696569,1.07165
75,3.6469,0.566669,9.73358,-9.73358,0.0915284,0.292724,0.656808,2.10059
76,4.69426,0.87019,7.55552,-7.55552,0,0.1721,0,1.23499
77,3.62958,0.707686,8.72165,-8.72165,0,0.191642,0,1.37523
78,5.63528,0.501795,10.1991,-10.1991,0.00112735,0.234711,0.00808989,1.68428
79,6.98188,0.477768,10.3715,-10.3715,0.0159164,0.206573,0.114216,1.48236
80,11.3765,0.85542,7.6615,-7.6615,0.0646085,0.229302,0.463631,1.64547
81,13.2216,0.957655,6.92787,-6.92787,0.0654189,0.205407,0.469446,1.474
82,8.04117,0.714349,8.67383,-8.67383,0.0122986,0.46715,0.0882547,3.35227
83,7.40238,0.673056,8.97015,-8.97015,0.0963893,0.228584,0.69169,1.64032
84,1.76446,0.295178,11.6818,-11.6818,0.012864,0.278346,0.0923124,1.99741
85,7.37525,0.871365,7.54709,-7.54709,0.087273,0.18589,0.626271,1.33395
86,2.60077,0.294913,11.6837,-11.6837,0,0.0208185,0,0.149393
87,4.59397,0.282927,11.7697,-11.7697,0.0066034,0.217748,0.047386,1.56256
88,2.83553,0.265426,11.8953,-11.8953,0.0209343,0.115095,0.150224,0.825924
89,7.29584,0.684868,8.88539,-8.88539,0,0.149857,0,1.07538
90,3.60803,0.339468,11.364,-11.364,0.0423457,0.0480353,0.303873,0.344702
91,12.1655,1.2658,4.7166,-4.7166,0.0495819,0.465478,0.3558,3.34027
92,3.44997,0.437578,10.6599,-10.6599,0.0806003,0.364033,0.578388,2.6123
93,8.47158,0.871521,7.54596,-7.54596,0.0704778,0.193896,0.505749,1.3914
94,8.55252,0.743194,8.46684,-8.46684,0.0365945,0.428833,0.262602,3.07731
95,3.45028,0.375747,11.1036,-11.1036,0,0.137164,0,0.984286
96,11.0916,0.823977,7.88714,-7.88714,0.0494351,0.347334,0.354746,2.49247
97,3.53159,0.212835,12.2727,-12.2727,0.104708,0.0596464,0.751387,0.428022
98,2.94572,0.33219,11.4162,-11.4162,0,0.141114,0,1.01264
99,3.29692,0.52363,10.0424,-10.0424,0.11901,0.380601,0.854018,2.73119
