Realization Number,Raleigh Average Weekly Release Volume (MGW),Durham Average Weekly Buyback Volume (MGW),Total Realization Cost of Releases to Raleigh,Total Realization Cost of Releases to Durham,Raleigh Average Weekly Transfer Volume (MGW),Durham Average Weekly Transfer Volume (MGW),Total Realization Cost of Transfers to Raleigh,Total Realization Cost of Transfers to Durham
42,3.99851,0.687806,8.8643,-8.8643,0.163555,0.47438,1.17367,3.40415
43,8.80471,0.997186,6.64419,-6.64419,0.0465509,0.174997,0.33405,1.25578
44,6.47865,0.526006,10.0254,-10.0254,0.0563667,0.550893,0.404488,3.95321
45,10.5642,0.890024,7.41319,-7.41319,0.0872455,0.246574,0.626073,1.76941
46,3.92617,0.532447,9.97916,-9.97916,0.0723962,0.240543,0.519515,1.72614
47,8.77638,1.27042,4.68346,-4.68346,0.00771514,0.208181,0.0553638,1.49391
48,7.46644,0.655353,9.09719,-9.09719,0.00712529,0.161694,0.0511311,1.16032
49,5.97242,0.435831,10.6725,-10.6725,0.0353902,0.309597,0.25396,2.22167
50,5.73153,0.840846,7.76609,-7.76609,0.0337443,0.249746,0.242149,1.79218
51,8.70096,0.872727,7.53731,-7.53731,0.257831,0.835104,1.8502,5.9927
52,11.5127,1.24322,4.87866,-4.87866,0.0875927,0.282408,0.628566,2.02656
53,13.322,1.54896,2.68465,-2.68465,0.013365,0.686369,0.095907,4.92538
54,11.1191,1.11823,5.77558,-5.77558,0.0497788,0.489697,0.357213,3.51406
55,17.9133,1.873,0.359346,-0.359346,0.081089,0.473449,0.581894,3.39747
56,3.56652,0.494966,10.2481,-10.2481,0.0790932,0.49419,0.567573,3.54631
57,6.79947,1.06373,6.1667,-6.1667,0.00206958,0.309671,0.0148513,2.2222
58,8.1392,0.815736,7.94628,-7.94628,0.246669,1.10098,1.7701,7.90067
59,12.8628,1.43853,3.47708,-3.47708,0.135225,0.377569,0.970372,2.70943
60,10.8454,0.9103,7.26768,-7.26768,0.0142363,0.183752,0.102159,1.31861
61,9.42638,0.792059,8.11618,-8.11618,0.117795,0.299134,0.845294,2.14659
62,5.49392,0.872237,7.54083,-7.54083,0.0175906,0.295503,0.12623,2.12053
63,11.8423,0.989421,6.69992,-6.69992,0.0353518,0.166549,0.253684,1.19515
64,3.12551,0.768438,8.28569,-8.28569,0.0311146,0.460523,0.223278,3.30472
65,5.60949,0.869976,7.55705,-7.55705,0.0330852,0.528075,0.23742,3.78947
66,4.92951,0.569994,9.70972,-9.70972,0.15343,1.07426,1.10101,7.70892
67,3.80382,0.411716,10.8455,-10.8455,0.0373209,0.402175,0.267815,2.88601
68,7.26339,0.567927,9.72456,-9.72456,0.0427635,0.405533,0.306871,2.91011
69,15.1593,1.43287,3.51776,-3.51776,0.034906,0.396704,0.250485,2.84675
70,9.04981,1.12204,5.74826,-5.74826,0.0187969,0.564514,0.134887,4.05095
71,8.19699,1.43055,3.53435,-3.53435,0.116216,0.7507,0.833966,5.38702
72,4.50886,0.637023,9.22872,-9.22872,0.0640485,0.146118,0.459612,1.04854
73,9.90925,1.35967,4.04303,-4.04303,0.0264172,0.142896,0.18957,1.02542
74,6.52762,0.824569,7.88289,-7.88289,0.098095,0.149731,0.70393,1.07447
75,9.94191,1.29291,4.52208,-4.52208,0.142017,0.61579,1.01912,4.41891
76,4.81959,0.769422,8.27863,-8.27863,0,0.151147,0,1.08463
77,5.74304,0.392177,10.9857,-10.9857,0,0.207914,0,1.49199
78,8.6134,0.639848,9.20845,-9.20845,0.00112735,0.421734,0.00808989,3.02636
79,7.28238,0.496242,10.239,-10.239,0.024784,0.24623,0.17785,1.76695
80,13.1324,1.16403,5.44689,-5.44689,0.10802,0.26481,0.775155,1.90028
81,17.2589,1.11649,5.78803,-5.78803,0.107399,0.240373,0.770696,1.72491
82,11.5575,1.3247,4.29396,-4.29396,0.0360537,0.590617,0.258721,4.23827
83,7.48539,0.785272,8.16489,-8.16489,0.0937406,0.348727,0.672683,2.50246
84,5.80653,0.805748,8.01795,-8.01795,0.036041,0.489755,0.25863,3.51448
85,7.95508,1.09026,5.97632,-5.97632,0.087452,0.257925,0.627556,1.85087
86,3.403,0.431832,10.7012,-10.7012,0,0.093391,0,0.670174
87,6.36648,0.488327,10.2958,-10.2958,0.003729,0.259085,0.0267593,1.8592
88,8.41887,1.05902,6.2005,-6.2005,0.0209343,0.145646,0.150224,1.04516
89,7.31827,1.06875,6.13064,-6.13064,0,0.151212,0,1.0851
90,4.39691,0.45461,10.5377,-10.5377,0.0483711,0.0507355,0.347111,0.364078
91,15.9671,1.29609,4.49926,-4.49926,0.06142,0.51608,0.44075,3.70339
92,4.91353,0.787173,8.15125,-8.15125,0.102995,0.540613,0.739094,3.87944
93,12.5006,1.30864,4.40918,-4.40918,0.113436,0.306134,0.814016,2.19682
94,10.3367,0.907572,7.28726,-7.28726,0.141803,0.567937,1.01758,4.07551
95,4.96547,0.767656,8.2913,-8.2913,0,0.149386,0,1.072
96,10.2392,1.22585,5.00328,-5.00328,0.0678716,0.51268,0.487047,3.67899
97,6.4093,0.77624,8.2297,-8.2297,0.10478,0.142102,0.751902,1.01972
98,6.03196,0.308026,11.5896,-11.5896,0.0297545,0.281151,0.213519,2.01754
99,4.67748,0.810749,7.98206,-7.98206,0.126679,0.583972,0.909045,4.19058
