Rank,Realization,Year,Week,RaleighTargetStorageFraction,DurhamTargetStorageFraction,TTR,TTD,TTO,RRR,BBD,Rstor,Dstor
0,0,6,1,0.46,1,0,82.0683,0,0,0,1,1
0,0,6,2,0.5,1,0,69.834,0,0,0,1,1
0,0,6,3,0.5,1,0,70.0387,0,0,0,1,1
0,0,6,4,0.52,1,0,66.4688,0,0,0,0.99903,1
0,0,6,5,0.54,1,0,69.0445,0,0,0,0.995056,1
0,0,6,6,0.54,1,0,68.236,0,0,0,0.996091,1
0,0,6,7,0.56,1,0,63.272,0,0,0,0.994831,1
0,0,6,8,0.58,1,0,59.8553,0,0,0,0.994858,1
0,0,6,9,0.58,1,0,58.1648,0,0,0,0.995377,1
0,0,6,10,0.58,1,0,52.7392,0,0,0,0.993766,1
0,0,6,11,0.6,1,0,29.4337,0,0,0,0.995581,1
0,0,6,12,0.6,1,0,66.0438,0,0,0,1,1
0,0,6,13,0.6,1,0,47.0208,0,0,0,1,1
0,0,6,14,0.66,1,0,50.1176,0,0,0,1,1
0,0,6,15,0.66,1,0,49.8146,0,0,0,1,1
0,0,6,16,0.72,1,0,30.0306,0,0,0,1,1
0,0,6,17,0.74,1,0,28.5473,0,0,0,1,1
0,0,6,18,0.76,1,0,25.6316,0,0,0,1,1
0,0,6,19,0.76,1,0,51.9548,0,0,0,1,1
0,0,6,20,0.76,1,0,0,0,0,0,1,1
0,0,6,21,0.76,1,0,5.49818,0,0,0,1,1
0,0,6,22,0.76,1,0,12.9567,0,0,0,1,1
0,0,6,23,0.76,1,0,9.69957,0,0,0,0.976855,1
0,0,6,24,0.74,1,0,31.32,0,0,0,1,1
0,0,6,25,0.72,1,0,0,0,0,0,1,1
0,0,6,26,0.68,1,0,0,0,0,0,1,0.979158
0,0,6,27,0.64,0.96,0,0,0,0,0,1,1
0,0,6,28,0.64,0.92,0,0,0,0,0,1,1
0,0,6,29,0.6,0.9,0,0,0,0,0,1,1
0,0,6,30,0.58,0.86,0,0,0,0,0,0.99697,1
0,0,6,31,0.56,0.82,0,0,0,0,0,0.990252,1
0,0,6,32,0.54,0.78,0,0,0,0,0,0.98332,1
0,0,6,33,0.52,0.76,0,0,0,0,0,0.971258,0.984765
0,0,6,34,0.52,0.74,0,0,0,0,0,0.941179,0.956918
0,0,6,35,0.5,0.72,0,0,0,0,0,0.926818,0.927919
0,0,6,36,0.5,0.7,0,0,0,0,0,0.972479,1
0,0,6,37,0.48,0.66,0,0,0,0,0,0.979006,1
0,0,6,38,0.46,0.62,0,0,0,0,0,0.983537,1
0,0,6,39,0.44,0.6,0,0,0,0,0,0.981593,1
0,0,6,40,0.44,0.56,0,0,0,0,0,1,1
0,0,6,41,0.44,0.52,0,0,0,0,0,1,1
0,0,6,42,0.42,0.48,0,0,0,0,0,0.999391,1
0,0,6,43,0.42,0.46,0,0,0,0,0,1,1
0,0,6,44,0.42,0.46,0,0,0,0,0,1,1
0,0,6,45,0.42,0.42,0,0,0,0,0,1,1
0,0,6,46,0.42,0.4,0,0,0,0,0,1,1
0,0,6,47,0.4,0.36,0,0,0,0,0,1,1
0,0,6,48,0.44,0.34,0,0,0,0,0,1,1
0,0,6,49,0.44,0.32,0,0,0,0,0,1,1
0,0,6,50,0.44,0.28,0,0,0,0,0,1,1
0,0,6,51,0.46,0.26,0,0,0,0,0,1,1
0,0,6,52,0.46,0.3,0,0,0,0,0,1,1
0,0,7,1,0.5,1,0,65.4142,0,0,0,1,1
0,0,7,2,0.52,1,0,73.3623,0,0,0,1,1
0,0,7,3,0.52,1,0,68.4907,0,0,0,1,1
0,0,7,4,0.54,1,0,57.9213,0,0,0,1,1
0,0,7,5,0.56,1,0,59.0071,0,0,0,1,1
0,0,7,6,0.56,1,0,44.046,0,0,0,1,1
0,0,7,7,0.58,1,0,53.9007,0,0,0,1,1
0,0,7,8,0.6,1,0,73.8109,0,0,0,1,1
0,0,7,9,0.6,1,0,52.8342,0,0,0,1,1
0,0,7,10,0.6,1,0,48.4856,0,0,0,1,1
0,0,7,11,0.62,1,0,43.3609,0,0,0,1,1
0,0,7,12,0.62,1,0,45.3607,0,0,0,1,1
0,0,7,13,0.62,1,0,54.5333,0,0,0,1,1
0,0,7,14,0.68,1,0,65.7005,0,0,0,1,1
0,0,7,15,0.68,1,0,48.0673,0,0,0,1,1
0,0,7,16,0.74,1,0,27.4322,0,0,0,1,1
0,0,7,17,0.76,1,0,26.3429,0,0,0,1,1
0,0,7,18,0.78,1,0,20.3609,0,0,0,1,1
0,0,7,19,0.78,1,0,43.0919,0,0,0,1,1
0,0,7,20,0.78,1,0,17.4107,0,0,0,1,1
0,0,7,21,0.78,1,0,0.994068,0,0,0,0.996701,1
0,0,7,22,0.78,1,0,16.0853,0,0,0,0.977155,1
0,0,7,23,0.78,1,0,0,0,0,0,0.98912,1
0,0,7,24,0.76,1,0,54.457,0,0,0,0.984929,1
0,0,7,25,0.74,1,0,44.114,0,0,0,0.977747,0.995855
0,0,7,26,0.7,1,0,0,0,0,0,0.959692,0.972573
0,0,7,27,0.66,0.98,0,0,0,0,0,0.916008,0.949964
0,0,7,28,0.64,0.96,0,0,0,0,0,0.886404,0.928151
0,0,7,29,0.62,0.92,0,0,0,0,0,0.862534,1
0,0,7,30,0.6,0.88,0,0,0,0,0,0.835821,0.978533
0,0,7,31,0.58,0.84,0,0,0,0,0,0.823918,1
0,0,7,32,0.54,0.8,0,0,0,0,0,0.796072,0.984436
0,0,7,33,0.52,0.78,0,0,0,0,0,0.876749,1
0,0,7,34,0.54,0.76,0,0,0,0,0,0.872941,0.984891
0,0,7,35,0.52,0.74,0,0,0,0,0,0.870088,0.957738
0,0,7,36,0.52,0.7,0,0,0,0,0,0.842396,0.922113
0,0,7,37,0.5,0.68,0,0,0,0,0,0.824718,0.889767
0,0,7,38,0.46,0.64,0,0,0,0,0,0.808397,0.856286
0,0,7,39,0.46,0.6,0,0,0,0,0,0.793157,0.835536
0,0,7,40,0.46,0.56,0,0,0,0,0,0.791821,0.804666
0,0,7,41,0.44,0.54,0,0,0,0,0,0.774917,0.796648
0,0,7,42,0.44,0.5,0,0,0,0,0,0.754569,0.766415
0,0,7,43,0.44,0.48,0,0,0,0,0,0.743983,0.763027
0,0,7,44,0.44,0.46,0,0,0,0,0,0.728605,0.743166
0,0,7,45,0.44,0.44,0,0,0,0,0,0.717028,0.733141
0,0,7,46,0.42,0.4,0,0,0,0,0,0.710043,0.73774
0,0,7,47,0.42,0.38,0,0,0,0,0,0.73521,0.764185
0,0,7,48,0.46,0.34,0,0,0,0,0,0.747775,0.790039
0,0,7,49,0.46,0.32,0,0,0,0,0,0.849944,0.945388
0,0,7,50,0.46,0.34,0,0,0,0,0,0.999481,0.953052
0,0,7,51,0.48,0.34,0,0,0,0,0,1,1
0,0,7,52,0.48,0.3,0,0,0,0,0,1,1
0,0,8,1,0.52,1,0,47.9372,0,0,0,1,1
0,0,8,2,0.54,1,0,61.6083,0,0,0,1,1
0,0,8,3,0.54,1,0,45.5891,0,0,0,1,1
0,0,8,4,0.56,1,0,54.7609,0,0,0,1,1
0,0,8,5,0.56,1,0,77.3857,0,0,0,1,1
0,0,8,6,0.58,1,0,52.3199,0,0,0,1,1
0,0,8,7,0.6,1,0,76.3892,0,0,0,1,1
0,0,8,8,0.62,1,0,41.36,0,0,0,1,1
0,0,8,9,0.62,1,0,52.4821,0,0,0,1,1
0,0,8,10,0.62,1,0,64.2359,0,0,0,1,1
0,0,8,11,0.64,1,0,46.5625,0,0,0,1,1
0,0,8,12,0.64,1,0,31.1431,0,0,0,1,1
0,0,8,13,0.64,1,0,36.3057,0,0,0,1,1
0,0,8,14,0.68,1,0,31.8532,0,0,0,0.988643,1
0,0,8,15,0.7,1,0,45.6032,0,0,0,0.974557,0.99398
0,0,8,16,0.76,1,0,58.3779,0,0,0,0.95997,0.99799
0,0,8,17,0.78,1,0,31.051,0,0,0,0.946693,0.998202
0,0,8,18,0.8,1,0,14.7688,0,0,0,0.932569,1
0,0,8,19,0.8,1,0,10.5862,0,0,0,0.90988,0.992014
0,0,8,20,0.8,1,0,44.6761,0,0,0,0.915198,1
0,0,8,21,0.8,1,0,13.844,0,0,0,0.909161,1
0,0,8,22,0.8,1,0,45.3266,0,0,0,0.909916,1
0,0,8,23,0.8,1,0,0,0,0,0,0.881221,0.978868
0,0,8,24,0.78,1,0,6.45484,0,0,0,0.854036,0.966317
0,0,8,25,0.76,1,0,0,0,0,0,0.823646,0.937705
0,0,8,26,0.72,1,0,33.131,0,0,0,0.786589,0.921672
0,0,8,27,0.68,1,0,0,0,0,0,0.765046,0.900746
0,0,8,28,0.66,0.98,0,0,0,0,0,0.752684,0.889344
0,0,8,29,0.64,0.94,0,7.02607,0,0,0,0.847047,0.98201
0,0,8,30,0.62,0.9,0,0,0,0,0,0.832367,1
0,0,8,31,0.6,0.86,0,0,0,0,0,0.826966,1
0,0,8,32,0.56,0.82,0,0,0,0,0,0.801297,0.993707
0,0,8,33,0.54,0.8,0,0,0,0,0,0.790675,1
0,0,8,34,0.54,0.78,0,0,0,0,0,0.763959,1
0,0,8,35,0.52,0.76,0,0,0,0,0,0.740479,1
0,0,8,36,0.52,0.72,0,0,0,0,0,0.715639,0.970111
0,0,8,37,0.5,0.68,0,0,0,0,0,0.694019,0.93765
0,0,8,38,0.48,0.64,0,0,0,0,0,0.686045,0.896364
0,0,8,39,0.48,0.62,0,0,0,0,0,0.66954,0.884256
0,0,8,40,0.48,0.58,0,0,0,0,0,0.662021,0.860628
0,0,8,41,0.48,0.54,0,0,0,0,0,0.670453,0.850417
0,0,8,42,0.5,0.5,0,0,0,0,0,0.658127,0.837781
0,0,8,43,0.5,0.48,0,0,0,0,0,0.675294,0.856066
0,0,8,44,0.52,0.46,0,0,0,0,0,0.672625,0.894206
0,0,8,45,0.52,0.44,0,0,0,0,0,0.671304,0.980402
0,0,8,46,0.52,0.4,0,0,0,0,0,0.683678,1
0,0,8,47,0.5,0.38,0,0,0,0,0,0.763878,1
0,0,8,48,0.5,0.36,0,0,0,0,0,0.768353,0.998977
0,0,8,49,0.5,0.32,0,0,0,0,0,0.767564,1
0,0,8,50,0.5,0.34,0,0,0,0,0,0.761071,1
0,0,8,51,0.5,0.34,0,0,0,0,0,0.786178,1
0,0,8,52,0.5,0.32,0,0,0,0,0,0.954335,1
0,0,9,1,0.54,1,0,67.8567,0,0,0,0.956075,1
0,0,9,2,0.58,1,0,69.3914,0,0,0,0.954755,1
0,0,9,3,0.6,1,0,58.3127,0,0,0,0.953818,1
0,0,9,4,0.6,1,0,51.5937,0,0,0,0.953235,1
0,0,9,5,0.62,1,0,43.4753,0,0,0,0.954486,1
0,0,9,6,0.64,1,0,40.8488,0,0,0,0.952482,1
0,0,9,7,0.64,1,0,56.5741,0,0,0,0.95391,1
0,0,9,8,0.66,1,0,54.9439,0,0,0,0.952669,1
0,0,9,9,0.66,1,0,46.2308,0,0,0,0.953517,1
0,0,9,10,0.66,1,0,23.0935,0,0,0,0.956503,1
0,0,9,11,0.66,1,0,29.4959,0,0,0,0.961901,1
0,0,9,12,0.66,1,0,44.7542,0,0,0,0.960435,1
0,0,9,13,0.66,1,0,41.8127,0,0,0,0.960762,1
0,0,9,14,0.7,1,0,29.0953,0,0,0,0.959488,1
0,0,9,15,0.72,1,0,14.8891,0,0,0,0.95902,1
0,0,9,16,0.76,1,0,31.5151,0,0,0,0.957641,1
0,0,9,17,0.8,1,0,38.4772,0,0,0,0.957661,1
0,0,9,18,0.82,1,0,44.8516,0,0,0,0.954582,1
0,0,9,19,0.82,1,0,10.8306,0,0,0,0.937355,0.993728
0,0,9,20,0.82,1,0,0,0,0,0,0.956723,1
0,0,9,21,0.82,1,0,0,0,0,0,0.95626,1
0,0,9,22,0.82,1,0,30.205,0,0,0,0.934014,1
0,0,9,23,0.82,1,0,0,0,0,0,0.966081,1
0,0,9,24,0.8,1,0,12.4137,0,0,0,0.936518,1
0,0,9,25,0.76,1,0,13.8663,0,0,0,0.962768,1
0,0,9,26,0.72,1,0,0,0,0,0,0.924941,0.968292
0,0,9,27,0.7,1,0,9.45916,0,0,0,0.9247,1
0,0,9,28,0.68,1,0,0,0,0,0,0.891485,0.987843
0,0,9,29,0.66,0.96,0,0,0,0,0,0.871956,0.985422
0,0,9,30,0.64,0.92,0,0,0,0,0,0.873596,1
0,0,9,31,0.6,0.88,0,0,0,0,0,0.837842,0.971823
0,0,9,32,0.58,0.84,0,0,0,0,0,0.815331,0.950653
0,0,9,33,0.56,0.8,0,0,0,0,0,0.790892,0.928095
0,0,9,34,0.56,0.8,0,0,0,0,0,0.780927,0.942617
0,0,9,35,0.54,0.76,0,0,0,0,0,0.744688,0.914245
0,0,9,36,0.54,0.74,0,0,0,0,0,0.717778,0.886471
0,0,9,37,0.52,0.7,0,0,0,0,0,0.693616,0.853397
0,0,9,38,0.48,0.66,0,0,0,0,0,0.673572,0.821971
0,0,9,39,0.5,0.62,0,0,0,0,0,0.651957,0.804026
0,0,9,40,0.5,0.58,0,0,0,0,0,0.626037,0.766565
0,0,9,41,0.5,0.56,0,0,0,0,0,0.592886,0.740251
0,0,9,42,0.52,0.52,0,0,0,0,0,0.570984,0.709244
0,0,9,43,0.52,0.48,0,0,0,0,0,0.553859,0.688645
0,0,9,44,0.54,0.46,0,0,0,0,0,0.541449,0.662037
0,0,9,45,0.54,0.44,0,0,0,0,0,0.532822,0.655249
0,0,9,46,0.54,0.42,0,0,0,0,0,0.514623,0.644112
0,0,9,47,0.52,0.38,0,0,0,0,0,0.533491,0.786858
0,0,9,48,0.52,0.36,0,0,0,0,0,0.621338,1
0,0,9,49,0.52,0.34,0,0,0,0,0,0.69781,1
0,0,9,50,0.52,0.34,0,0,0,0,0,0.805532,1
0,0,9,51,0.52,0.34,0,0,0,0,0,0.920882,1
0,0,9,52,0.52,0.32,0,0,0,0,0,0.936726,1
0,0,10,1,0.56,1,0,45.9511,0,0,0,0.95516,1
0,0,10,2,0.6,1,0,47.5775,0,0,0,0.97409,1
0,0,10,3,0.62,1,0,52.9526,0,0,0,0.991405,1
0,0,10,4,0.62,1,0,38.7028,0,0,0,1,1
0,0,10,5,0.66,1,0,58.3871,0,0,0,1,1
0,0,10,6,0.66,1,0,59.9341,0,0,0,1,1
0,0,10,7,0.66,1,0,46.3338,0,0,0,1,1
0,0,10,8,0.68,1,0,56.2735,0,0,0,1,1
0,0,10,9,0.68,1,0,35.5769,0,0,0,1,1
0,0,10,10,0.68,1,0,56.562,0,0,0,1,1
0,0,10,11,0.68,1,0,41.4082,0,0,0,1,1
0,0,10,12,0.68,1,0,32.4479,0,0,0,1,1
0,0,10,13,0.68,1,0,35.4438,0,0,0,1,1
0,0,10,14,0.72,1,0,14.3689,0,0,0,1,1
0,0,10,15,0.74,1,0,43.5847,0,0,0,1,1
0,0,10,16,0.78,1,0,19.3574,0,0,0,1,1
0,0,10,17,0.82,1,0,7.85793,0,0,0,1,1
0,0,10,18,0.84,1,0,5.02288,0,0,0,0.995789,1
0,0,10,19,0.84,1,0,14.3453,0,0,0,0.993682,1
0,0,10,20,0.84,1,0,9.23059,0,0,0,0.997338,1
0,0,10,21,0.84,1,0,12.2431,0,0,0,1,1
0,0,10,22,0.84,1,0,0,0,0,0,1,1
0,0,10,23,0.84,1,0,0,0,0,0,1,1
0,0,10,24,0.82,1,0,0,0,0,0,0.986592,0.978026
0,0,10,25,0.78,1,0,0,0,0,0,0.961658,0.960243
0,0,10,26,0.74,1,0,0,0,0,0,0.941528,0.947113
0,0,10,27,0.72,1,0,0,0,0,0,0.92714,1
0,0,10,28,0.7,1,0,0,0,0,0,0.909904,0.974264
0,0,10,29,0.66,0.98,0,0,0,0,0,0.889906,1
0,0,10,30,0.66,0.94,0,0,0,0,0,0.864067,0.974881
0,0,10,31,0.62,0.9,0,0,0,0,0,0.86362,0.948429
0,0,10,32,0.6,0.86,0,0,0,0,0,0.853483,0.933542
0,0,10,33,0.56,0.82,0,0,0,0,0,0.835875,0.939529
0,0,10,34,0.58,0.82,0,0,0,0,0,0.831268,0.938362
0,0,10,35,0.56,0.78,0,0,0,0,0,0.827149,0.932396
0,0,10,36,0.56,0.74,0,0,0,0,0,0.801055,0.885752
0,0,10,37,0.52,0.7,0,0,0,0,0,0.761136,0.844248
0,0,10,38,0.5,0.66,0,0,0,0,0,0.741896,0.809305
0,0,10,39,0.5,0.64,0,0,0,0,0,0.720384,0.767619
0,0,10,40,0.52,0.6,0,0,0,0,0,0.701681,0.740884
0,0,10,41,0.52,0.56,0,0,0,0,0,0.718985,0.717873
0,0,10,42,0.52,0.52,0,0,0,0,0,0.692507,0.689824
0,0,10,43,0.54,0.5,0,0,0,0,0,0.70354,0.688602
0,0,10,44,0.56,0.48,0,0,0,0,0,0.683701,0.665922
0,0,10,45,0.56,0.46,0,0,0,0,0,0.670465,0.63618
0,0,10,46,0.56,0.42,0,0,0,0,0,0.65584,0.609813
0,0,10,47,0.54,0.4,0,0,0,0,0,0.669488,0.638987
0,0,10,48,0.54,0.38,0,0,0,0,0,0.701042,0.908222
0,0,10,49,0.54,0.36,0,0,0,0,0,0.793527,1
0,0,10,50,0.54,0.36,0,0,0,0,0,0.809778,1
0,0,10,51,0.54,0.34,0,0,0,0,0,0.912383,1
0,0,10,52,0.54,0.32,0,0,0,0,0,1,1
0,0,11,1,0.58,1,0,40.8484,0,0,0,1,1
0,0,11,2,0.62,1,0,39.123,0,0,0,1,1
0,0,11,3,0.64,1,0,27.3991,0,0,0,1,1
0,0,11,4,0.66,1,0,30.46,0,0,0,1,1
0,0,11,5,0.68,1,0,38.3252,0,0,0,1,1
0,0,11,6,0.68,1,0,40.7278,0,0,0,1,1
0,0,11,7,0.68,1,0,43.3632,0,0,0,1,1
0,0,11,8,0.7,1,0,39.8473,0,0,0,1,1
0,0,11,9,0.7,1,0,23.6921,0,0,0,1,1
0,0,11,10,0.7,1,0,31.6019,0,0,0,1,1
0,0,11,11,0.7,1,0,23.1439,0,0,0,1,1
0,0,11,12,0.7,1,0,33.8314,0,0,0,1,1
0,0,11,13,0.7,1,0,18.1491,0,0,0,1,1
0,0,11,14,0.74,1,0,1.07687,0,0,0,1,1
0,0,11,15,0.76,1,0,41.9498,0,0,0,1,1
0,0,11,16,0.8,1,0,2.3588,0,0,0,1,1
0,0,11,17,0.84,1,0,2.1412,0,0,0,1,1
0,0,11,18,0.86,1,0,16.8478,0,0,0,1,1
0,0,11,19,0.86,1,0,0,0,0,0,1,1
0,0,11,20,0.86,1,0,16.9736,0,0,0,0.988855,1
0,0,11,21,0.86,1,0,34.2367,0,0,0,0.993564,1
0,0,11,22,0.86,1,0,0,0,0,0,1,1
0,0,11,23,0.86,1,0,0,0,0,0,0.999819,1
0,0,11,24,0.84,1,0,10.1937,0,0,0,0.975623,0.99292
0,0,11,25,0.8,1,0,0,0,0,0,0.941595,0.99863
0,0,11,26,0.76,1,0,0,0,0,0,0.954259,1
0,0,11,27,0.74,1,0,0,0,0,0,0.992314,1
0,0,11,28,0.72,1,0,0,0,0,0,0.990556,1
0,0,11,29,0.68,1,0,0,0,0,0,1,1
0,0,11,30,0.68,0.96,0,0,0,0,0,0.997631,1
0,0,11,31,0.64,0.92,0,0,0,0,0,0.998452,1
0,0,11,32,0.6,0.88,0,0,0,0,0,0.994383,1
0,0,11,33,0.58,0.84,0,0,0,0,0,0.954132,0.96088
0,0,11,34,0.58,0.84,0,0,0,0,0,0.929233,0.944654
0,0,11,35,0.56,0.8,0,0,0,0,0,0.909448,0.994522
0,0,11,36,0.56,0.76,0,0,0,0,0,0.90466,1
0,0,11,37,0.54,0.72,0,0,0,0,0,0.887762,0.993342
0,0,11,38,0.52,0.68,0,0,0,0,0,0.991403,1
0,0,11,39,0.52,0.64,0,0,0,0,0,0.993148,1
0,0,11,40,0.54,0.6,0,0,0,0,0,0.991237,1
0,0,11,41,0.54,0.58,0,0,0,0,0,0.994463,1
0,0,11,42,0.54,0.54,0,0,0,0,0,0.978023,0.973894
0,0,11,43,0.56,0.5,0,0,0,0,0,1,0.960993
0,0,11,44,0.58,0.48,0,0,0,0,0,0.999782,1
0,0,11,45,0.58,0.46,0,0,0,0,0,0.987159,0.993954
0,0,11,46,0.58,0.42,0,0,0,0,0,0.972034,0.965508
0,0,11,47,0.56,0.4,0,0,0,0,0,1,0.986995
0,0,11,48,0.56,0.38,0,0,0,0,0,1,1
0,0,11,49,0.56,0.36,0,0,0,0,0,1,1
0,0,11,50,0.56,0.36,0,0,0,0,0,1,1
0,0,11,51,0.56,0.36,0,0,0,0,0,1,1
0,0,11,52,0.56,0.32,0,0,0,0,0,1,1
0,0,12,1,0.6,1,0,37.547,0,0,0,1,1
0,0,12,2,0.64,1,0,25.0432,0,0,0,1,1
0,0,12,3,0.66,1,0,56.2951,0,0,0,1,1
0,0,12,4,0.66,1,0,17.8181,0,0,0,1,1
0,0,12,5,0.7,1,0,44.2281,0,0,0,1,1
0,0,12,6,0.7,1,0,47.5648,0,0,0,1,1
0,0,12,7,0.7,1,0,31.0256,0,0,0,1,1
0,0,12,8,0.72,1,0,34.2956,0,0,0,1,1
0,0,12,9,0.7,1,0,33.9306,0,0,0,1,1
0,0,12,10,0.7,1,0,16.78,0,0,0,1,1
0,0,12,11,0.7,1,0,32.0753,0,0,0,1,1
0,0,12,12,0.72,1,0,24.4926,0,0,0,1,1
0,0,12,13,0.72,1,0,29.8122,0,0,0,1,1
0,0,12,14,0.74,1,0,31.8593,0,0,0,1,1
0,0,12,15,0.76,1,0,3.77309,0,0,0,1,1
0,0,12,16,0.82,1,0,27.196,0,0,0,1,1
0,0,12,17,0.86,1,0,0,0,0,0,1,1
0,0,12,18,0.86,1,0,8.40241,0,0,0,1,1
0,0,12,19,0.86,1,0,8.85983,0,0,0,1,1
0,0,12,20,0.88,1,0,0,0,0,0,1,1
0,0,12,21,0.88,1,0,0,0,0,0,0.996313,1
0,0,12,22,0.88,1,0,0,0,0,0,0.993591,1
0,0,12,23,0.88,1,0,0,0,0,0,0.989435,1
0,0,12,24,0.84,1,0,0,0,0,0,0.982105,1
0,0,12,25,0.82,1,0,0,0,0,0,0.987641,1
0,0,12,26,0.78,1,0,0,0,0,0,0.993927,1
0,0,12,27,0.76,1,0,0,0,0,0,0.95884,0.963662
0,0,12,28,0.72,1,0,0,0,0,0,0.93723,0.934764
0,0,12,29,0.7,1,0,0,0,0,0,0.945186,0.948501
0,0,12,30,0.68,0.98,0,0,0,0,0,0.980101,0.976516
0,0,12,31,0.66,0.94,0,0,0,0,0,0.974778,1
0,0,12,32,0.62,0.9,0,0,0,0,0,0.970862,1
0,0,12,33,0.58,0.86,0,0,0,0,0,0.937738,0.990672
0,0,12,34,0.6,0.84,0,0,0,0,0,0.917151,0.997795
0,0,12,35,0.58,0.8,0,0,0,0,0,0.890263,0.989024
0,0,12,36,0.56,0.76,0,0,0,0,0,0.865724,0.946588
0,0,12,37,0.54,0.72,0,0,0,0,0,0.858058,0.902037
0,0,12,38,0.54,0.68,0,0,0,0,0,0.867404,0.912716
0,0,12,39,0.54,0.66,0,0,0,0,0,0.860115,0.893297
0,0,12,40,0.54,0.62,0,0,0,0,0,0.935961,0.921462
0,0,12,41,0.56,0.58,0,0,0,0,0,0.941276,0.879127
0,0,12,42,0.56,0.54,0,0,0,0,0,0.999546,0.845557
0,0,12,43,0.58,0.5,0,0,0,0,0,1,0.811215
0,0,12,44,0.58,0.48,0,0,0,0,0,1,0.779332
0,0,12,45,0.58,0.46,0,0,0,0,0,1,0.781457
0,0,12,46,0.58,0.44,0,0,0,0,0,1,0.763264
0,0,12,47,0.58,0.4,0,0,0,0,0,1,0.745976
0,0,12,48,0.58,0.38,0,0,0,0,0,1,0.737825
0,0,12,49,0.58,0.36,0,0,0,0,0,1,0.716055
0,0,12,50,0.58,0.36,0,0,0,0,0,1,0.687355
0,0,12,51,0.58,0.36,0,0,0,0,0,1,0.67513
0,0,12,52,0.58,0.32,0,0,0,0,0,1,0.718049
0,0,13,1,0.5,1,0,41.4156,0,0,0,1,0.741766
0,0,13,2,0.54,1,0,47.4943,0,0,0,0.997346,0.75734
0,0,13,3,0.56,1,0,0,0,0,0,1,0.923932
0,0,13,4,0.56,1,0,54.1815,0,0,0,1,0.966263
0,0,13,5,0.58,1,0,28.3329,0,0,0,1,0.981226
0,0,13,6,0.58,1,0,3.0163,0,0,0,1,0.996045
0,0,13,7,0.58,1,0,15.7897,0,0,0,1,1
0,0,13,8,0.58,1,0,13.2803,0,0,0,1,1
0,0,13,9,0.58,1,0,24.2963,0,0,0,1,1
0,0,13,10,0.58,1,0,29.2429,0,0,0,1,1
0,0,13,11,0.58,1,0,0,0,0,0,1,1
0,0,13,12,0.58,1,0,27.5851,0,0,0,1,1
0,0,13,13,0.6,1,0,29.027,0,0,0,1,1
0,0,13,14,0.64,1,0,43.9337,0,0,0,1,1
0,0,13,15,0.66,1,0,27.6977,0,0,0,1,1
0,0,13,16,0.7,1,0,4.55117,0,0,0,0.992778,0.985402
0,0,13,17,0.72,1,0,0,0,0,0,1,1
0,0,13,18,0.74,1,0,0,0,0,0,1,1
0,0,13,19,0.74,1,0,1.96351,0,0,0,1,1
0,0,13,20,0.74,1,0,0,0,0,0,1,1
0,0,13,21,0.74,1,0,11.899,0,0,0,1,1
0,0,13,22,0.74,1,0,0,0,0,0,1,1
0,0,13,23,0.74,1,0,1.13347,0,0,0,1,1
0,0,13,24,0.72,1,0,0,0,0,0,1,0.986028
0,0,13,25,0.7,1,0,0,0,0,0,1,0.962738
0,0,13,26,0.66,1,0,0,0,0,0,1,0.970445
0,0,13,27,0.64,1,0,0,0,0,0,1,1
0,0,13,28,0.6,1,0,0,0,0,0,1,1
0,0,13,29,0.58,1,0,0,0,0,0,1,0.99623
0,0,13,30,0.56,0.98,0,0,0,0,0,1,1
0,0,13,31,0.54,0.94,0,0,0,0,0,1,1
0,0,13,32,0.52,0.9,0,0,0,0,0,1,1
0,0,13,33,0.5,0.86,0,0,0,0,0,1,1
0,0,13,34,0.5,0.86,0,0,0,0,0,0.987775,0.969407
0,0,13,35,0.5,0.82,0,0,0,0,0,0.999074,1
0,0,13,36,0.5,0.78,0,0,0,0,0,1,0.986138
0,0,13,37,0.48,0.74,0,0,0,0,0,0.990603,0.954739
0,0,13,38,0.44,0.68,0,0,0,0,0,0.966164,0.914501
0,0,13,39,0.42,0.66,0,0,0,0,0,0.953912,0.885154
0,0,13,40,0.44,0.62,0,0,0,0,0,0.955244,0.875724
0,0,13,41,0.46,0.58,0,0,0,0,0,0.97485,0.890547
0,0,13,42,0.46,0.54,0,0,0,0,0,0.974423,0.944534
0,0,13,43,0.48,0.52,0,0,0,0,0,1,1
0,0,13,44,0.48,0.5,0,0,0,0,0,1,1
0,0,13,45,0.48,0.46,0,0,0,0,0,1,1
0,0,13,46,0.48,0.44,0,0,0,0,0,1,1
0,0,13,47,0.48,0.42,0,0,0,0,0,1,1
0,0,13,48,0.48,0.38,0,0,0,0,0,1,1
0,0,13,49,0.48,0.38,0,0,0,0,0,1,1
0,0,13,50,0.48,0.36,0,0,0,0,0,1,1
0,0,13,51,0.48,0.36,0,0,0,0,0,1,1
0,0,13,52,0.48,0.34,0,0,0,0,0,1,1
0,0,14,1,0.52,1,0,33.3789,0,0,0,1,1
0,0,14,2,0.56,1,0,30.861,0,0,0,1,1
0,0,14,3,0.56,1,0,13.0879,0,0,0,1,1
0,0,14,4,0.58,1,0,26.7389,0,0,0,1,1
0,0,14,5,0.58,1,0,20.7126,0,0,0,1,1
0,0,14,6,0.58,1,0,17.6408,0,0,0,1,1
0,0,14,7,0.58,1,0,45.8819,0,0,0,1,1
0,0,14,8,0.58,1,0,17.2624,0,0,0,1,1
