Rank,Realization,Raleigh Average Weekly Release Volume (MGW),Durham Average Weekly Buyback Volume (MGW),Total Realization Cost of Releases to Raleigh,Total Realization Cost of Releases to Durham,Raleigh Average Weekly Transfer Volume (MGW),Durham Average Weekly Transfer Volume (MGW),Total Realization Cost of Transfers to Raleigh,Total Realization Cost of Transfers to Durham
0,24,11.2393,19.4348,-125.664,125.664,0.795661,2.72383,5.70966,19.5462
0,25,14.0465,15.8202,-99.7261,99.7261,1.66779,3.80955,11.9681,27.3373
0,26,5.31048,12.45,-75.5412,75.5412,0.634404,0.946929,4.55248,6.79516
0,27,15.2351,22.7969,-149.79,149.79,1.36567,2.04189,9.80007,14.6526
0,28,4.59867,0.902618,7.32281,-7.32281,0.0496024,0.334152,0.355947,2.39788
0,29,7.41861,12.8404,-78.343,78.343,1.08978,1.00673,7.82023,7.22428
0,30,10.6947,16.7047,-106.073,106.073,0.707381,3.79664,5.07616,27.2447
0,31,8.57015,7.36531,-39.0535,39.0535,0.438466,1.03559,3.14643,7.43143
0,32,6.07406,21.8718,-143.152,143.152,1.93572,3.58094,13.8907,25.6968
0,33,6.2878,6.24055,-30.9822,30.9822,0.206841,6.30869,1.48429,45.2712
0,34,12.8212,27.8947,-186.373,186.373,2.86268,1.49335,20.5426,10.7163
0,35,9.65638,6.29607,-31.3806,31.3806,0.608824,1.19917,4.36892,8.60524
0,36,2.09159,3.21431,-9.26591,9.26591,0.0778604,0.35523,0.558726,2.54913
0,37,7.0315,5.91056,-28.6142,28.6142,0.847931,1.34203,6.08475,9.63041
0,38,7.59032,8.91389,-50.1661,50.1661,0.207253,1.9379,1.48725,13.9064
0,39,2.7791,6.55915,-33.2685,33.2685,0.218113,0.46558,1.56518,3.341
0,40,9.58536,19.877,-128.837,128.837,1.45601,1.73539,10.4483,12.4532
0,41,8.26053,7.8209,-42.3228,42.3228,0.883218,1.29595,6.33797,9.29977
0,42,10.3138,12.8634,-78.5076,78.5076,0.689697,1.29079,4.94927,9.26271
0,43,3.44294,1.30984,4.4006,-4.4006,0,0.46682,0,3.3499
0,44,2.73084,10.0511,-58.3263,58.3263,0.777557,0.354192,5.57975,2.54168
0,45,10.7397,12.4831,-75.7788,75.7788,0.720712,1.7197,5.17183,12.3406
0,46,7.79375,16.1095,-101.802,101.802,0.496076,1.51974,3.55984,10.9056
0,47,6.24309,4.81927,-20.7831,20.7831,0.41977,1.1353,3.01227,8.14688
0,48,5.11721,8.84633,-49.6812,49.6812,0.256107,0.669252,1.83782,4.80255
0,49,5.00132,1.16169,5.46369,-5.46369,0.40921,1.35301,2.93649,9.70922
0,50,4.33917,1.12502,5.72686,-5.72686,0.116456,0.548977,0.835689,3.93946
0,51,14.7672,35.2562,-239.199,239.199,1.64286,8.09592,11.7891,58.0963
0,52,11.6276,5.94658,-28.8727,28.8727,0.38878,1.43646,2.78989,10.308
0,53,4.02173,12.8238,-78.2235,78.2235,0.973826,4.63005,6.98817,33.2252
0,54,8.80025,5.86906,-28.3163,28.3163,0.349687,0.940566,2.50935,6.7495
0,55,14.6208,15.1816,-95.1431,95.1431,0.978202,1.10151,7.01958,7.90444
0,56,7.5962,4.80701,-20.6951,20.6951,0.691113,1.60391,4.95942,11.5097
0,57,8.56591,7.69363,-41.4095,41.4095,0.464349,0.841515,3.33217,6.03871
0,58,9.64699,8.8593,-49.7743,49.7743,1.38513,6.24148,9.93969,44.7888
0,59,12.1646,16.596,-105.293,105.293,1.73682,2.3312,12.4634,16.7287
0,60,9.79739,15.6323,-98.3773,98.3773,0.839409,2.69703,6.0236,19.3539
0,61,8.51183,20.2617,-131.598,131.598,1.43996,3.93124,10.3331,28.2106
0,62,12.5034,14.7983,-92.3927,92.3927,1.01487,2.14127,7.28273,15.3658
0,63,0.0804238,0,13.8,-13.8,0,0.631385,0,4.53082
0,64,7.56506,11.4471,-68.3446,68.3446,0.921068,2.1009,6.60958,15.076
0,65,6.68934,10.9782,-64.9793,64.9793,0.577919,1.45264,4.14715,10.4241
0,66,11.2909,15.585,-98.0382,98.0382,1.53819,1.94924,11.038,13.9877
0,67,0.599011,5.08875,-22.7169,22.7169,0.455764,0.736741,3.27056,5.28685
0,68,4.09697,5.52217,-25.8271,25.8271,0.198274,1.26891,1.42281,9.10567
0,69,2.28646,6.19024,-30.6212,30.6212,0.414208,0.603652,2.97235,4.33181
0,70,9.40994,13.6112,-83.8743,83.8743,0.889892,1.28051,6.38586,9.18895
0,71,7.84006,8.40518,-46.5156,46.5156,0.977044,1.50403,7.01127,10.7929
0,72,4.25416,10.1552,-59.0736,59.0736,0.99589,2.43915,7.14651,17.5034
0,73,11.5091,16.5288,-104.81,104.81,0.627689,1.48062,4.5043,10.6249
0,74,4.86173,5.71881,-27.2382,27.2382,0.824072,0.76075,5.91354,5.45914
0,75,7.79347,14.2167,-88.2188,88.2188,0.920692,1.23055,6.60689,8.83043
0,76,0.68074,0.169633,12.5827,-12.5827,0.0725663,1.12926,0.520736,8.10354
0,77,4.2282,6.86957,-35.4961,35.4961,0.765678,1.33706,5.49451,9.59472
0,78,5.90648,8.76907,-49.1268,49.1268,0.798424,2.3314,5.72949,16.7301
0,79,4.66804,3.761,-13.1889,13.1889,0.106405,0.609829,0.763561,4.37613
0,80,4.59389,8.56744,-47.68,47.68,0.846355,1.39309,6.07345,9.99682
0,81,6.16745,9.84418,-56.8418,56.8418,0.647537,2.05227,4.64673,14.7271
0,82,10.5123,7.47516,-39.8418,39.8418,0.523083,1.07618,3.75364,7.72268
0,83,5.80301,3.27072,-9.6707,9.6707,0.0214467,0.921564,0.153902,6.61314
0,84,7.27546,11.351,-67.6548,67.6548,0.612124,1.03972,4.39261,7.46104
0,85,6.55519,5.73593,-27.3611,27.3611,0.361835,0.493549,2.59652,3.54171
0,86,6.83074,5.48314,-25.547,25.547,0.854343,1.32669,6.13077,9.52033
0,87,4.91431,9.56854,-54.8639,54.8639,0.422128,0.694616,3.02919,4.98457
0,88,6.59633,15.899,-100.291,100.291,0.769003,1.104,5.51837,7.92227
0,89,5.88195,6.86838,-35.4875,35.4875,0.784708,1.00972,5.63107,7.24574
0,90,4.61361,2.24573,-2.31539,2.31539,0.0728614,1.92111,0.522854,13.7859
0,91,7.92898,12.9369,-79.035,79.035,0.993266,2.31551,7.12767,16.6161
0,92,7.97713,20.2097,-131.225,131.225,0.711429,7.57196,5.10521,54.3364
0,93,8.87295,12.6503,-76.9787,76.9787,1.63012,1.42742,11.6977,10.2432
0,94,9.49336,15.5046,-97.4612,97.4612,1.21604,2.0322,8.72633,14.5831
0,95,10.302,9.90947,-57.3104,57.3104,0.543749,0.886355,3.90195,6.36048
0,96,2.39644,0,13.8,-13.8,0.0600619,0.656684,0.431004,4.71236
0,97,4.95958,1.63465,2.06975,-2.06975,0.515329,0.487831,3.698,3.50068
0,98,3.64875,5.26432,-23.9768,23.9768,0.307651,0.866568,2.20771,6.21849
0,99,8.38306,21.4825,-140.359,140.359,1.74691,3.13499,12.5358,22.4967
