Realization Number,Raleigh Average Weekly Release Volume (MGW),Durham Average Weekly Buyback Volume (MGW),Total Realization Cost of Releases to Raleigh,Total Realization Cost of Releases to Durham,Raleigh Average Weekly Transfer Volume (MGW),Durham Average Weekly Transfer Volume (MGW),Total Realization Cost of Transfers to Raleigh,Total Realization Cost of Transfers to Durham
32,4.62097,0.386625,11.0256,-11.0256,0.216748,0.286542,1.55539,2.05622
33,4.10904,0.430764,10.7088,-10.7088,0.0625655,0.375269,0.44897,2.69293
34,2.68949,0.143325,12.7715,-12.7715,0.0106344,0.186894,0.0763122,1.34115
35,4.73075,0.528091,10.0104,-10.0104,0.0544933,0.392054,0.391044,2.81338
36,3.31209,0.326581,11.4565,-11.4565,0.00681865,0.163148,0.0489306,1.17075
37,7.85246,1.47254,3.23303,-3.23303,0.220656,0.808478,1.58343,5.80164
38,9.65536,1.45154,3.38378,-3.38378,0.134919,0.655182,0.968181,4.70159
39,3.23963,0.381999,11.0588,-11.0588,0.0569532,0.216807,0.408696,1.55581
40,3.23668,0.25146,11.9955,-11.9955,0.03989,0.431106,0.28625,3.09362
41,2.25609,0.509249,10.1456,-10.1456,0.0719443,0.187249,0.516272,1.3437
42,2.83225,0.637941,9.22214,-9.22214,0.159917,0.525183,1.14756,3.76872
43,4.76838,0.439902,10.6433,-10.6433,0.0636044,0.218321,0.456426,1.56667
44,1.39984,0.221308,12.2119,-12.2119,0.0332061,0.356321,0.238287,2.55696
45,5.30652,0.729797,8.56297,-8.56297,0.105189,0.246984,0.754836,1.77236
46,2.02031,0.405163,10.8925,-10.8925,0.0756497,0.245328,0.542862,1.76047
47,6.48595,0.478691,10.3649,-10.3649,0.0192834,0.243192,0.138378,1.74515
48,2.43858,0.309074,11.5821,-11.5821,0.0263933,0.235297,0.189399,1.68849
49,0.859843,0.182679,12.4891,-12.4891,0.0410117,0.407952,0.2943,2.92746
50,4.22804,0.358986,11.2239,-11.2239,0.120191,0.305307,0.862494,2.19088
51,2.51911,0.129817,12.8684,-12.8684,0.192123,0.588012,1.37867,4.21957
52,5.55247,0.553409,9.82874,-9.82874,0.0843719,0.209115,0.605453,1.50061
53,7.70668,0.783017,8.18107,-8.18107,0.0194796,0.487404,0.139786,3.49761
54,8.99638,0.91621,7.22528,-7.22528,0.0661971,0.436605,0.475031,3.13308
55,10.4743,1.35942,4.04481,-4.04481,0.0977984,0.175278,0.701801,1.2578
56,2.41633,0.119546,12.9421,-12.9421,0.0687884,0.369901,0.493626,2.65441
57,2.24728,0.177029,12.5296,-12.5296,0.000460575,0.202985,0.00330508,1.45662
58,4.98466,0.633216,9.25605,-9.25605,0.221899,0.707462,1.59235,5.07675
59,8.02502,1.05106,6.2576,-6.2576,0.0516611,0.327236,0.37072,2.34824
60,4.28838,0.484614,10.3224,-10.3224,0.0157212,0.264487,0.112815,1.89796
61,5.7166,0.423271,10.7626,-10.7626,0.154332,0.38449,1.10749,2.7591
62,0.640869,0.212341,12.2762,-12.2762,0.0339711,0.316262,0.243777,2.2695
63,7.90203,0.970915,6.83272,-6.83272,0.0698538,0.323722,0.501271,2.32303
64,1.1157,0.175604,12.5399,-12.5399,0.0355486,0.662754,0.255096,4.75592
65,2.14999,0.365861,11.1746,-11.1746,0.00492563,0.457764,0.0353463,3.28492
66,2.61787,0.27527,11.8247,-11.8247,0.0601238,0.519698,0.431449,3.72935
67,2.03625,0.211487,12.2824,-12.2824,0.0178454,0.329089,0.128058,2.36154
68,5.42434,0.481044,10.348,-10.348,0.0398217,0.364417,0.285761,2.61505
69,6.08509,0.541672,9.91296,-9.91296,0.0449683,0.471168,0.322693,3.3811
70,6.58726,0.718426,8.64458,-8.64458,0.0251261,0.443631,0.180305,3.1835
71,7.94012,1.01552,6.51261,-6.51261,0.124474,0.630129,0.893224,4.5218
72,4.88633,0.768713,8.28372,-8.28372,0.0791431,0.222297,0.567931,1.5952
73,6.8237,0.900407,7.33868,-7.33868,0.0266496,0.150002,0.191237,1.07641
74,5.49251,0.392948,10.9802,-10.9802,0.111759,0.174428,0.801981,1.2517
75,2.64431,0.374938,11.1094,-11.1094,0.0670556,0.283712,0.481191,2.03592
76,3.16601,0.73172,8.54918,-8.54918,0,0.375445,0,2.69419
77,2.63887,0.63118,9.27065,-9.27065,0,0.302582,0,2.17133
78,4.52627,0.418977,10.7934,-10.7934,0.00112726,0.207523,0.00808919,1.48918
79,5.99806,0.451803,10.5579,-10.5579,0.047268,0.344709,0.339195,2.47363
80,9.74073,0.959865,6.91201,-6.91201,0.182172,0.353044,1.30727,2.53344
81,12.1025,1.362,4.02627,-4.02627,0.173654,0.247688,1.24614,1.77741
82,5.37922,0.751116,8.40999,-8.40999,0.0513575,0.57934,0.368541,4.15734
83,6.32598,0.530054,9.99633,-9.99633,0.154907,0.303254,1.11161,2.17615
84,0.858817,0.0996055,13.0852,-13.0852,0.0269803,0.503572,0.193611,3.61363
85,5.09652,0.559583,9.78443,-9.78443,0.0957827,0.31734,0.687336,2.27723
86,1.99294,0.194337,12.4054,-12.4054,0.00483703,0.10089,0.0347105,0.72399
87,4.21768,0.178122,12.5218,-12.5218,0.00669245,0.306422,0.048025,2.19889
88,2.52923,0.100502,13.0788,-13.0788,0.0210388,0.134272,0.150975,0.963534
89,5.77227,0.575582,9.66962,-9.66962,0,0.19483,0,1.3981
90,3.00552,0.312982,11.554,-11.554,0.0463136,0.0789152,0.332346,0.566295
91,9.70432,1.39515,3.78841,-3.78841,0.0991079,0.795646,0.711199,5.70955
92,3.05628,0.160043,12.6515,-12.6515,0.0986371,0.524432,0.70782,3.76333
93,6.11892,0.816016,7.94427,-7.94427,0.0917376,0.251492,0.658309,1.80471
94,6.6433,0.818143,7.92901,-7.92901,0.129959,0.579789,0.932584,4.16057
95,2.45912,0.269,11.8697,-11.8697,0.0236405,0.237959,0.169644,1.7076
96,8.46189,0.716944,8.65521,-8.65521,0.0614437,0.470526,0.44092,3.37649
97,2.89978,0.218788,12.23,-12.23,0.118321,0.0793529,0.849072,0.569436
98,2.30262,0.401623,10.918,-10.918,0.00443709,0.248016,0.0318405,1.77976
99,1.95187,0.352981,11.267,-11.267,0.136979,0.490135,0.982962,3.51721
