Realization Number,Raleigh Average Weekly Release Volume (MGW),Durham Average Weekly Buyback Volume (MGW),Total Realization Cost of Releases to Raleigh,Total Realization Cost of Releases to Durham,Raleigh Average Weekly Transfer Volume (MGW),Durham Average Weekly Transfer Volume (MGW),Total Realization Cost of Transfers to Raleigh,Total Realization Cost of Transfers to Durham
37,12.347,1.23301,4.95195,-4.95195,0.247241,0.683224,1.7742,4.90282
38,15.8485,1.62219,2.15916,-2.15916,0.142411,0.579143,1.02194,4.15593
39,3.79929,0.275449,11.8234,-11.8234,0.0536554,0.0730397,0.385031,0.524133
40,6.54432,0.557647,9.79833,-9.79833,0.0668858,0.520111,0.479973,3.73231
41,6.22551,0.490645,10.2791,-10.2791,0.0681456,0.156878,0.489013,1.12576
42,6.2976,1.02866,6.41833,-6.41833,0.105107,0.468804,0.754246,3.36414
43,8.69261,0.517483,10.0865,-10.0865,0.0461875,0.114893,0.331441,0.82447
44,2.90261,0.176809,12.5312,-12.5312,0.035546,0.445116,0.255078,3.19415
45,9.3823,0.762461,8.32858,-8.32858,0.0932,0.237443,0.668803,1.70389
46,5.25844,0.41052,10.8541,-10.8541,0.0709474,0.162931,0.509119,1.1692
47,7.65537,0.336185,11.3875,-11.3875,0.00421449,0.120306,0.0302432,0.863316
48,4.87191,0.319717,11.5057,-11.5057,0.00712529,0.147261,0.0511311,1.05674
49,3.58828,0.647772,9.15159,-9.15159,0.0353902,0.304971,0.25396,2.18847
50,5.51237,0.445734,10.6014,-10.6014,0.0424941,0.239806,0.304938,1.72085
51,4.49652,0.567192,9.72983,-9.72983,0.197317,0.675698,1.41595,4.84881
52,10.9305,0.968506,6.85,-6.85,0.0202114,0.250803,0.145037,1.79976
53,9.75397,0.313652,11.5492,-11.5492,0.0076536,0.450783,0.0549223,3.23482
54,12.2558,1.30808,4.41325,-4.41325,0.0498889,0.377043,0.358003,2.70566
55,19.4731,1.54865,2.68687,-2.68687,0.0617646,0.264658,0.443223,1.89919
56,4.67433,0.3863,11.0279,-11.0279,0.0663802,0.354194,0.476345,2.5417
57,3.16095,0.311177,11.567,-11.567,0.000460575,0.257041,0.00330508,1.84453
58,9.05109,0.864231,7.59828,-7.59828,0.190408,0.911969,1.36637,6.54429
59,12.4371,1.04168,6.32489,-6.32489,0.0901428,0.284588,0.646865,2.0422
60,8.11347,0.459107,10.5055,-10.5055,0.0140255,0.20674,0.100647,1.48357
61,11.8218,0.819141,7.92185,-7.92185,0.0998619,0.303003,0.716609,2.17435
62,1.78393,0.249646,12.0085,-12.0085,0.0155411,0.303601,0.111523,2.17864
63,11.4627,1.23467,4.94004,-4.94004,0.0347697,0.167353,0.249507,1.20093
64,3.12529,0.419552,10.7893,-10.7893,0.0310316,0.460606,0.222683,3.30531
65,4.90387,0.68214,8.90497,-8.90497,0.00275077,0.307254,0.0197395,2.20485
66,5.7756,0.847847,7.71585,-7.71585,0.0664019,0.694679,0.4765,4.98502
67,4.07064,0.477586,10.3728,-10.3728,0.00788318,0.325022,0.0565697,2.33236
68,8.20116,0.370335,11.1425,-11.1425,0.0428012,0.363233,0.307141,2.60656
69,10.4102,0.975596,6.79913,-6.79913,0.0357317,0.43705,0.25641,3.13627
70,10.2375,0.728082,8.57528,-8.57528,0.0254348,0.612782,0.18252,4.39732
71,12.6954,1.38649,3.85055,-3.85055,0.0429822,0.704399,0.30844,5.05477
72,7.7545,0.851984,7.68616,-7.68616,0.0427585,0.155968,0.306835,1.11923
73,9.20978,0.659614,9.06661,-9.06661,0.0232827,0.143317,0.167077,1.02844
74,7.93786,0.531265,9.98764,-9.98764,0.0597505,0.18391,0.42877,1.31974
75,4.79238,0.838223,7.78491,-7.78491,0.157267,0.505494,1.12855,3.62742
76,5.88482,0.918932,7.20575,-7.20575,0,0.20216,0,1.4507
77,4.83248,0.716077,8.66143,-8.66143,0,0.212118,0,1.52216
78,6.71924,0.371597,11.1334,-11.1334,0.00112735,0.309352,0.00808989,2.21991
79,9.28365,0.694682,8.81496,-8.81496,0.016246,0.256155,0.116581,1.83817
80,12.816,0.841797,7.75927,-7.75927,0.0742882,0.273885,0.533092,1.9654
81,15.7893,1.08207,6.03507,-6.03507,0.142726,0.384152,1.0242,2.75667
82,10.3739,0.803269,8.03574,-8.03574,0.0430363,0.561772,0.308828,4.03128
83,9.23922,0.644683,9.17375,-9.17375,0.0893632,0.295655,0.64127,2.12162
84,2.71958,0.245073,12.0414,-12.0414,0.012864,0.282273,0.0923124,2.02559
85,9.9755,1.06694,6.14366,-6.14366,0.0745497,0.186308,0.534969,1.33695
86,4.03616,0.270409,11.8595,-11.8595,0.00867888,0.109957,0.0622796,0.789053
87,5.31417,0.381505,11.0623,-11.0623,0.00354934,0.255397,0.0254701,1.83273
88,4.18359,0.268165,11.8756,-11.8756,0.0288418,0.190564,0.206969,1.36749
89,8.50806,0.799392,8.06357,-8.06357,0,0.17322,0,1.24303
90,5.02673,0.536886,9.94731,-9.94731,0.0423457,0.063386,0.303873,0.454858
91,14.381,1.15066,5.54287,-5.54287,0.0510862,0.510415,0.366595,3.66274
92,5.40277,0.538372,9.93664,-9.93664,0.102537,0.477211,0.735803,3.42447
93,11.6419,1.18918,5.26645,-5.26645,0.109518,0.303542,0.785899,2.17822
94,10.3108,1.11827,5.77531,-5.77531,0.0510548,0.570835,0.366369,4.09631
95,5.03188,0.691534,8.83755,-8.83755,0,0.149386,0,1.072
96,13.0884,0.918149,7.21137,-7.21137,0.0581996,0.497377,0.41764,3.56917
97,4.25948,0.318512,11.5144,-11.5144,0.0963453,0.0966694,0.691374,0.6937
98,4.40336,0.580602,9.6336,-9.6336,0,0.238067,0,1.70837
99,5.07695,0.589511,9.56967,-9.56967,0.144114,0.533207,1.03416,3.8263
