Realization Number,Raleigh Average Weekly Release Volume (MGW),Durham Average Weekly Buyback Volume (MGW),Total Realization Cost of Releases to Raleigh,Total Realization Cost of Releases to Durham,Raleigh Average Weekly Transfer Volume (MGW),Durham Average Weekly Transfer Volume (MGW),Total Realization Cost of Transfers to Raleigh,Total Realization Cost of Transfers to Durham
72,4.53472,0.637023,9.22872,-9.22872,0.102016,0.279568,0.732068,2.00618
73,9.9085,1.35967,4.04303,-4.04303,0.0379776,0.173629,0.272527,1.24596
74,6.52573,0.835334,7.80564,-7.80564,0.0864452,0.30271,0.620331,2.17225
75,10.0507,1.29291,4.52208,-4.52208,0.161844,0.837013,1.16139,6.0064
76,4.83112,0.789476,8.13472,-8.13472,0,0.342165,0,2.45537
77,5.60867,0.45847,10.51,-10.51,0.0316054,0.397793,0.2268,2.85456
78,8.64846,0.657707,9.0803,-9.0803,0.00112735,0.505486,0.00808989,3.62736
79,7.31806,0.496242,10.239,-10.239,0.0503174,0.414455,0.361078,2.97413
80,13.2667,1.21966,5.04772,-5.04772,0.19496,0.444131,1.39903,3.18708
81,17.4402,1.15222,5.53166,-5.53166,0.2584,0.434479,1.85428,3.11782
82,11.6303,1.3247,4.29396,-4.29396,0.0844936,0.717673,0.606326,5.15002
83,7.48776,0.785272,8.16489,-8.16489,0.162751,0.425165,1.1679,3.05099
84,5.7589,0.805748,8.01795,-8.01795,0.0672844,0.825982,0.482833,5.92725
85,7.97574,1.10155,5.89525,-5.89525,0.110672,0.538464,0.794184,3.86402
86,3.78402,0.431832,10.7012,-10.7012,0.0287819,0.344533,0.206539,2.47237
87,6.36773,0.496225,10.2391,-10.2391,0.0208267,0.333787,0.149452,2.39525
88,8.41887,1.05902,6.2005,-6.2005,0.0289391,0.260949,0.207667,1.87257
89,7.32358,1.06875,6.13064,-6.13064,0.067204,0.329479,0.482256,2.36434
90,4.39691,0.454792,10.5364,-10.5364,0.0526091,0.175733,0.377523,1.26106
91,15.9593,1.30724,4.41922,-4.41922,0.141387,1.00813,1.0146,7.23431
92,5.08543,0.787173,8.15125,-8.15125,0.142474,0.735111,1.02239,5.27516
93,12.5178,1.34617,4.13989,-4.13989,0.115615,0.537716,0.829653,3.85865
94,10.3365,0.907572,7.28726,-7.28726,0.205947,0.867393,1.47788,6.22441
95,4.90349,0.638391,9.21891,-9.21891,0.0233042,0.302794,0.167231,2.17285
96,10.4892,1.22585,5.00328,-5.00328,0.0843801,0.946443,0.605511,6.79167
97,6.45641,0.77624,8.2297,-8.2297,0.110996,0.238871,0.796505,1.71414
98,6.17072,0.293928,11.6908,-11.6908,0.033599,0.485673,0.241106,3.48519
99,4.67948,0.789487,8.13464,-8.13464,0.207751,0.741465,1.49082,5.32076
