Realization Number,Raleigh Average Weekly Release Volume (MGW),Durham Average Weekly Buyback Volume (MGW),Total Realization Cost of Releases to Raleigh,Total Realization Cost of Releases to Durham,Raleigh Average Weekly Transfer Volume (MGW),Durham Average Weekly Transfer Volume (MGW),Total Realization Cost of Transfers to Raleigh,Total Realization Cost of Transfers to Durham
0,3.47375,0.564667,9.74795,-9.74795,0,0,0,0
1,9.33228,0.883244,7.46184,-7.46184,0,0,0,0
2,3.99293,0.353258,11.265,-11.265,0,0,0,0
3,7.61381,0.759252,8.35161,-8.35161,0,0,0,0
4,10.4142,0.873431,7.53226,-7.53226,0,0,0,0
5,8.052,0.921872,7.18464,-7.18464,0,0,0,0
6,9.75711,1.06111,6.18548,-6.18548,0,0,0,0
7,8.11498,0.789465,8.1348,-8.1348,0,0,0,0
8,5.09063,0.530853,9.9906,-9.9906,0,0,0,0
9,11.4523,1.203,5.16724,-5.16724,0,0,0,0
10,9.96928,0.71568,8.66428,-8.66428,0,0,0,0
11,6.739,0.686723,8.87208,-8.87208,0,0,0,0
12,9.9684,0.776475,8.22801,-8.22801,0,0,0,0
13,11.2242,1.48944,3.11178,-3.11178,0,0,0,0
14,7.06323,0.562997,9.75993,-9.75993,0,0,0,0
15,16.2779,1.65082,1.95372,-1.95372,0,0,0,0
16,6.90634,0.693998,8.81987,-8.81987,0,0,0,0
17,13.3719,1.59564,2.34967,-2.34967,0,0,0,0
18,9.74626,0.989469,6.69957,-6.69957,0,0,0,0
19,7.28697,1.46831,3.26342,-3.26342,0,0,0,0
20,6.28627,0.778308,8.21486,-8.21486,0,0,0,0
21,7.58443,1.08611,6.00604,-6.00604,0,0,0,0
22,5.90958,0.548561,9.86353,-9.86353,0,0,0,0
23,3.90636,0.815962,7.94466,-7.94466,0,0,0,0
24,6.8843,0.473725,10.4005,-10.4005,0,0,0,0
25,11.4625,1.48085,3.17343,-3.17343,0,0,0,0
26,9.42563,1.38194,3.88316,-3.88316,0,0,0,0
27,10.8787,0.879997,7.48514,-7.48514,0,0,0,0
28,7.73026,0.738012,8.50403,-8.50403,0,0,0,0
29,14.0742,1.43085,3.53221,-3.53221,0,0,0,0
30,9.19013,1.22106,5.03766,-5.03766,0,0,0,0
31,7.1845,0.505337,10.1737,-10.1737,0,0,0,0
32,10.6221,1.02498,6.44472,-6.44472,0,0,0,0
33,7.7939,0.969085,6.84584,-6.84584,0,0,0,0
34,4.66372,1.28663,4.56713,-4.56713,0,0,0,0
35,7.08823,0.769429,8.27858,-8.27858,0,0,0,0
36,4.04333,0.438924,10.6503,-10.6503,0,0,0,0
37,7.24379,0.826216,7.87108,-7.87108,0,0,0,0
38,13.1914,1.33956,4.18734,-4.18734,0,0,0,0
39,4.9705,0.520026,10.0683,-10.0683,0,0,0,0
40,8.85911,0.743502,8.46463,-8.46463,0,0,0,0
41,6.01386,0.754003,8.38927,-8.38927,0,0,0,0
42,3.89844,0.662795,9.04378,-9.04378,0,0,0,0
43,8.77627,0.961546,6.89994,-6.89994,0,0,0,0
44,6.41411,0.541304,9.9156,-9.9156,0,0,0,0
45,10.6507,1.00738,6.57102,-6.57102,0,0,0,0
46,3.88881,0.520504,10.0649,-10.0649,0,0,0,0
47,8.77638,1.27042,4.68346,-4.68346,0,0,0,0
48,7.4516,0.652221,9.11966,-9.11966,0,0,0,0
49,5.97242,0.435831,10.6725,-10.6725,0,0,0,0
50,5.61428,0.840846,7.76609,-7.76609,0,0,0,0
51,8.65632,0.830358,7.84135,-7.84135,0,0,0,0
52,11.5153,1.17331,5.38036,-5.38036,0,0,0,0
53,13.2577,1.54896,2.68465,-2.68465,0,0,0,0
54,11.0366,1.08916,5.98417,-5.98417,0,0,0,0
55,17.8718,1.873,0.359346,-0.359346,0,0,0,0
56,3.47158,0.494966,10.2481,-10.2481,0,0,0,0
57,6.76682,1.01064,6.54764,-6.54764,0,0,0,0
58,8.23118,0.844151,7.74237,-7.74237,0,0,0,0
59,12.8107,1.42097,3.60315,-3.60315,0,0,0,0
60,10.8452,0.911328,7.26031,-7.26031,0,0,0,0
61,9.34902,0.77683,8.22546,-8.22546,0,0,0,0
62,5.49392,0.872237,7.54083,-7.54083,0,0,0,0
63,11.7756,0.989421,6.69992,-6.69992,0,0,0,0
64,3.12561,0.768438,8.28569,-8.28569,0,0,0,0
65,5.5643,0.795584,8.09089,-8.09089,0,0,0,0
66,4.9963,0.460895,10.4926,-10.4926,0,0,0,0
