Realization Number,Raleigh Average Weekly Release Volume (MGW),Durham Average Weekly Buyback Volume (MGW),Total Realization Cost of Releases to Raleigh,Total Realization Cost of Releases to Durham,Raleigh Average Weekly Transfer Volume (MGW),Durham Average Weekly Transfer Volume (MGW),Total Realization Cost of Transfers to Raleigh,Total Realization Cost of Transfers to Durham
52,5.90725,0.920429,7.195,-7.195,0.110934,0.296371,0.796059,2.12676
53,5.78567,0.709273,8.71026,-8.71026,0.0244871,0.645275,0.175719,4.63049
54,8.77173,0.794518,8.09854,-8.09854,0.0664985,0.58522,0.477194,4.19954
55,11.542,1.19301,5.23893,-5.23893,0.207943,0.661944,1.4922,4.75011
56,2.40858,0.102798,13.0623,-13.0623,0.0988553,0.48727,0.709385,3.49665
57,2.27135,0.106171,13.0381,-13.0381,0.000460575,0.268847,0.00330508,1.92924
58,5.46888,0.729133,8.56774,-8.56774,0.255685,1.31316,1.83479,9.42324
59,7.80025,0.834613,7.81082,-7.81082,0.115106,0.664799,0.826,4.7706
60,5.38353,0.515623,10.0999,-10.0999,0.0157723,0.316686,0.113182,2.27254
61,7.0401,0.577813,9.65361,-9.65361,0.145109,0.395235,1.0413,2.83621
62,1.05767,0.067824,13.3133,-13.3133,0.0349319,0.404922,0.250671,2.90572
63,7.79731,0.897985,7.35606,-7.35606,0.0704717,0.345809,0.505705,2.48152
64,1.20195,0.220233,12.2196,-12.2196,0.0480561,0.706935,0.344851,5.07296
65,3.07018,0.279669,11.7931,-11.7931,0.03751,0.483634,0.269172,3.47056
66,2.67699,0.307049,11.5966,-11.5966,0.0680929,0.809784,0.488635,5.81101
67,2.39834,0.213793,12.2658,-12.2658,0.0178454,0.370362,0.128058,2.65772
68,6.3952,0.459962,10.4993,-10.4993,0.0424637,0.476984,0.304719,3.42284
69,7.42632,0.790336,8.12855,-8.12855,0.034761,0.52371,0.249445,3.75814
70,6.5212,0.644366,9.17603,-9.17603,0.0500018,0.887167,0.358813,6.36631
71,6.72001,1.25973,4.76017,-4.76017,0.104055,0.910558,0.746697,6.53416
72,3.86151,0.380055,11.0727,-11.0727,0.067022,0.30903,0.48095,2.2176
73,5.41907,0.961673,6.89903,-6.89903,0.0262163,0.17383,0.188128,1.24741
74,5.08633,0.436411,10.6683,-10.6683,0.0651652,0.269902,0.467626,1.93682
75,2.81713,0.433142,10.6918,-10.6918,0.130602,0.511145,0.937198,3.66798
76,4.64112,0.68142,8.91013,-8.91013,0,0.237183,0,1.70202
77,2.66255,0.469334,10.4321,-10.4321,0,0.330724,0,2.37327
78,4.34555,0.281047,11.7832,-11.7832,0.00112735,0.351038,0.00808989,2.51905
79,5.86778,0.65802,9.07805,-9.07805,0.050523,0.380634,0.362553,2.73143
80,8.58792,0.735652,8.52096,-8.52096,0.18889,0.401069,1.35548,2.87807
81,11.4158,1.06973,6.12364,-6.12364,0.139291,0.492648,0.999553,3.53524
82,6.70334,0.812312,7.97085,-7.97085,0.0983624,0.738839,0.705849,5.30191
83,5.97659,0.593897,9.53819,-9.53819,0.117227,0.333896,0.841223,2.39604
84,1.50567,0.23203,12.135,-12.135,0.0269803,0.47794,0.193611,3.42969
85,5.97647,0.827966,7.85851,-7.85851,0.0966044,0.331937,0.693233,2.38198
86,2.94566,0.377265,11.0927,-11.0927,0.0238425,0.303232,0.171094,2.176
87,4.06158,0.274833,11.8278,-11.8278,0.00389745,0.323714,0.0279681,2.32297
88,2.72878,0.238676,12.0873,-12.0873,0.0289417,0.226556,0.207686,1.62577
89,4.72,0.509664,10.1427,-10.1427,0.0126553,0.24722,0.0908144,1.77405
90,3.46318,0.454971,10.5351,-10.5351,0.0463136,0.196867,0.332346,1.41271
91,9.37844,0.776554,8.22745,-8.22745,0.129241,0.930624,0.927434,6.67816
92,2.90964,0.301907,11.6335,-11.6335,0.120801,0.616011,0.86687,4.4205
93,7.01259,0.967599,6.85651,-6.85651,0.105714,0.415127,0.758606,2.97895
94,7.09124,0.60971,9.42472,-9.42472,0.194503,0.792659,1.39575,5.68812
95,2.65495,0.309642,11.578,-11.578,0.024728,0.28794,0.177448,2.06625
96,8.53636,0.666968,9.01384,-9.01384,0.0912759,0.904843,0.654996,6.49315
97,2.97325,0.267814,11.8782,-11.8782,0.111798,0.183818,0.802261,1.31908
98,2.85142,0.31812,11.5172,-11.5172,0.0044137,0.344793,0.0316727,2.47424
99,2.44176,0.602649,9.47539,-9.47539,0.146529,0.598066,1.05149,4.29172
