Realization Number,Raleigh Average Weekly Release Volume (MGW),Durham Average Weekly Buyback Volume (MGW),Total Realization Cost of Releases to Raleigh,Total Realization Cost of Releases to Durham,Raleigh Average Weekly Transfer Volume (MGW),Durham Average Weekly Transfer Volume (MGW),Total Realization Cost of Transfers to Raleigh,Total Realization Cost of Transfers to Durham
85,15.3124,1.24362,4.8758,-4.8758,0.0940855,0.330211,0.675158,2.36959
86,7.04352,0.827298,7.86331,-7.86331,0.0428169,0.266952,0.307254,1.91565
87,9.50858,0.725582,8.59322,-8.59322,0.0033886,0.259426,0.0243166,1.86164
88,10.472,0.796576,8.08377,-8.08377,0.0336377,0.219828,0.241384,1.57749
89,12.8445,1.1076,5.85189,-5.85189,0.047343,0.239004,0.339733,1.71509
90,6.96925,0.608924,9.43036,-9.43036,0.0484432,0.101882,0.347628,0.731106
91,23.0056,1.96381,-0.292302,0.292302,0.0484988,0.555907,0.348028,3.98919
92,9.18407,0.930393,7.1235,-7.1235,0.131166,0.68258,0.941247,4.89819
93,18.3971,2.32505,-2.88454,2.88454,0.106012,0.381559,0.760742,2.73807
94,15.5711,1.25688,4.78061,-4.78061,0.060262,0.606413,0.43244,4.35162
95,7.01722,0.777352,8.22172,-8.22172,0,0.146351,0,1.05021
96,16.9206,1.56811,2.54722,-2.54722,0.0649986,0.625715,0.46643,4.49013
97,9.99405,0.873389,7.53256,-7.53256,0.0644336,0.154621,0.462375,1.10956
98,7.6885,0.538436,9.93619,-9.93619,0.0231732,0.255113,0.166291,1.83069
99,7.94368,0.923794,7.17085,-7.17085,0.120032,0.622767,0.861352,4.46897
