Realization Number,Raleigh Average Weekly Release Volume (MGW),Durham Average Weekly Buyback Volume (MGW),Total Realization Cost of Releases to Raleigh,Total Realization Cost of Releases to Durham,Raleigh Average Weekly Transfer Volume (MGW),Durham Average Weekly Transfer Volume (MGW),Total Realization Cost of Transfers to Raleigh,Total Realization Cost of Transfers to Durham
70,5.27058,0.583938,9.60966,-9.60966,0.0487749,0.942534,0.350009,6.76363
71,6.4205,0.918223,7.21083,-7.21083,0.353129,1.8315,2.53405,13.1429
72,4.03121,0.556965,9.80322,-9.80322,0.110353,0.357044,0.791893,2.56215
73,5.74005,0.599831,9.49561,-9.49561,0.02977,0.225731,0.213629,1.61985
74,4.53296,0.498793,10.2207,-10.2207,0.113106,0.338302,0.811646,2.42766
75,1.82843,0.214751,12.2589,-12.2589,0.0678086,1.48687,0.486594,10.6698
76,2.00252,0.49351,10.2586,-10.2586,0.0388944,0.519146,0.279106,3.72539
77,1.70461,0.282759,11.7709,-11.7709,0.0156967,1.51125,0.112639,10.8448
78,3.12809,0.263472,11.9093,-11.9093,0.0115626,0.267346,0.0829729,1.91847
79,4.73979,0.316434,11.5293,-11.5293,0.0640442,0.461023,0.459581,3.3083
80,8.64688,0.690109,8.84778,-8.84778,0.191703,0.712748,1.37566,5.11468
81,8.95649,0.762287,8.32983,-8.32983,0.236281,0.34884,1.69555,2.50328
82,2.87718,0.450607,10.5664,-10.5664,0.0660941,0.59286,0.474291,4.25436
83,4.67699,0.797327,8.07838,-8.07838,0.150871,2.07342,1.08265,14.8788
84,0.522285,0.0574648,13.3876,-13.3876,0.0419994,1.12823,0.301388,8.09621
85,3.82836,0.318512,11.5144,-11.5144,0.117647,0.908221,0.844236,6.5174
86,1.82897,0.211281,12.2838,-12.2838,0.00932646,0.605495,0.0669267,4.34503
87,3.28148,0.282152,11.7753,-11.7753,0.0257544,0.471375,0.184814,3.38259
88,2.01921,0,13.8,-13.8,0.0210397,0.165997,0.150981,1.19119
89,4.97231,0.595706,9.52522,-9.52522,0.00318678,0.243917,0.0228683,1.75035
90,1.91592,0.106171,13.0381,-13.0381,0.072275,0.139032,0.518646,0.997697
91,6.80573,1.02668,6.43253,-6.43253,0.122801,3.52201,0.881218,25.274
92,2.60163,0.191081,12.4288,-12.4288,0.172195,2.24328,1.23567,16.0978
93,3.40255,0.752731,8.3984,-8.3984,0.110779,1.65621,0.794947,11.8849
94,5.61653,0.681073,8.91262,-8.91262,0.14464,1.4978,1.03794,10.7482
95,1.27705,0.21087,12.2868,-12.2868,0.085736,0.304472,0.615241,2.18489
96,7.36543,1.03286,6.38823,-6.38823,0.0586419,0.572893,0.420815,4.11108
97,2.28416,0.264033,11.9053,-11.9053,0.127748,0.13865,0.916721,0.994955
98,1.61583,0.263245,11.911,-11.911,0.0500203,0.316906,0.358946,2.27411
99,0.949543,0.284616,11.7576,-11.7576,0.158924,0.588909,1.14044,4.22601
