Realization Number,Raleigh Average Weekly Release Volume (MGW),Durham Average Weekly Buyback Volume (MGW),Total Realization Cost of Releases to Raleigh,Total Realization Cost of Releases to Durham,Raleigh Average Weekly Transfer Volume (MGW),Durham Average Weekly Transfer Volume (MGW),Total Realization Cost of Transfers to Raleigh,Total Realization Cost of Transfers to Durham
87,8.81587,0.80634,8.0137,-8.0137,0.00354934,0.259265,0.0254701,1.86048
88,9.64972,0.937043,7.07578,-7.07578,0.0439465,0.252703,0.31536,1.8134
89,9.46449,0.944841,7.01982,-7.01982,0.133817,0.500019,0.960273,3.58814
90,5.63266,0.492765,10.2639,-10.2639,0.0484432,0.12143,0.347628,0.87138
91,18.9501,1.07117,6.11326,-6.11326,0.0697639,0.66907,0.500625,4.80125
92,6.36847,0.680191,8.91895,-8.91895,0.1313,0.71283,0.942207,5.11527
93,14.7292,1.65503,1.9235,-1.9235,0.119514,0.476527,0.857632,3.41956
94,12.5954,1.07729,6.06937,-6.06937,0.0902791,0.739304,0.647843,5.30525
95,5.75902,0.650271,9.13366,-9.13366,0,0.168687,0,1.2105
96,13.2827,1.06357,6.16781,-6.16781,0.086361,0.775543,0.619727,5.5653
97,7.77047,0.731534,8.55051,-8.55051,0.101287,0.185332,0.726837,1.32994
98,6.82083,0.438077,10.6564,-10.6564,0.0297545,0.351797,0.213519,2.5245
99,6.46199,0.979259,6.77284,-6.77284,0.198655,0.709181,1.42555,5.08908
