Realization Number,Raleigh Average Weekly Release Volume (MGW),Durham Average Weekly Buyback Volume (MGW),Total Realization Cost of Releases to Raleigh,Total Realization Cost of Releases to Durham,Raleigh Average Weekly Transfer Volume (MGW),Durham Average Weekly Transfer Volume (MGW),Total Realization Cost of Transfers to Raleigh,Total Realization Cost of Transfers to Durham
52,8.9856,0,13.8,-13.8,0.0684125,0.162942,0.490928,1.16927
53,8.68025,0,13.8,-13.8,0.00765357,0.375597,0.054922,2.69529
54,10.3697,0,13.8,-13.8,0.05682,0.2815,0.407741,2.02005
55,16.4825,0,13.8,-13.8,0.0734827,0.137788,0.527312,0.988769
56,3.1768,0,13.8,-13.8,0.0667009,0.337183,0.478646,2.41963
57,2.73987,0,13.8,-13.8,0.000460575,0.17728,0.00330508,1.27216
58,7.1832,0,13.8,-13.8,0.177255,0.684409,1.27199,4.91132
59,10.8888,0,13.8,-13.8,0.0921891,0.284516,0.661549,2.04168
60,6.74964,0,13.8,-13.8,0.0143486,0.179993,0.102966,1.29163
61,10.3115,0,13.8,-13.8,0.1056,0.297265,0.757782,2.13317
62,1.23684,0,13.8,-13.8,0.0145803,0.179614,0.104628,1.28891
63,10.1804,0,13.8,-13.8,0.0343355,0.142006,0.246391,1.01903
64,1.78185,0,13.8,-13.8,0.0356974,0.45594,0.256165,3.27183
65,3.77771,0,13.8,-13.8,0.00275077,0.307254,0.0197395,2.20485
66,3.56928,0,13.8,-13.8,0.0463429,0.444112,0.332556,3.18695
67,3.51015,0,13.8,-13.8,0,0.292843,0,2.10144
68,7.40322,0,13.8,-13.8,0.0428012,0.319681,0.307141,2.29403
69,8.65913,0,13.8,-13.8,0.0262287,0.346326,0.188217,2.48523
70,8.37346,0,13.8,-13.8,0.0187969,0.400143,0.134887,2.87143
71,10.6316,0,13.8,-13.8,0.0442295,0.535126,0.317391,3.84006
72,6.12535,0,13.8,-13.8,0.0515189,0.135284,0.3697,0.970798
73,8.27604,0,13.8,-13.8,0.0261103,0.138615,0.187367,0.994699
74,6.58442,0,13.8,-13.8,0.0752196,0.151192,0.539776,1.08495
75,3.83192,0,13.8,-13.8,0.107067,0.321988,0.768314,2.31058
76,5.15297,0,13.8,-13.8,0,0.1721,0,1.23499
77,3.8124,0,13.8,-13.8,0,0.191642,0,1.37523
78,6.14531,0,13.8,-13.8,0.00112735,0.266136,0.00808989,1.90979
79,7.30054,0,13.8,-13.8,0.0158002,0.217594,0.113382,1.56145
80,11.6207,0,13.8,-13.8,0.0646085,0.229775,0.463631,1.64886
81,13.6106,0,13.8,-13.8,0.065212,0.205614,0.467961,1.47548
82,8.52825,0,13.8,-13.8,0.0106875,0.510015,0.0766933,3.65987
83,7.71343,0,13.8,-13.8,0.108636,0.216337,0.779572,1.55244
84,2.1263,0,13.8,-13.8,0.012864,0.279881,0.0923124,2.00842
85,7.81307,0,13.8,-13.8,0.0871585,0.186005,0.625449,1.33477
86,3.05263,0,13.8,-13.8,0,0.0208185,0,0.149393
87,4.62434,0,13.8,-13.8,0.0066034,0.217748,0.047386,1.56256
88,3.04742,0,13.8,-13.8,0.0209343,0.116877,0.150224,0.838712
89,7.5873,0,13.8,-13.8,0,0.149857,0,1.07538
90,3.81466,0,13.8,-13.8,0.0423457,0.0567608,0.303873,0.407316
91,12.7712,0,13.8,-13.8,0.0496902,0.477514,0.356577,3.42664
92,3.79655,0,13.8,-13.8,0.0780446,0.369643,0.560048,2.65256
93,8.9224,0,13.8,-13.8,0.0926667,0.22316,0.664977,1.60139
94,8.8745,0,13.8,-13.8,0.0276412,0.437786,0.198353,3.14155
95,3.61371,0,13.8,-13.8,0,0.137164,0,0.984286
96,11.0989,0,13.8,-13.8,0.0494351,0.406412,0.354746,2.91641
97,3.69089,0,13.8,-13.8,0.100139,0.0642158,0.718597,0.460813
98,3.12605,0,13.8,-13.8,0,0.170157,0,1.22104
99,3.57247,0,13.8,-13.8,0.147957,0.449725,1.06174,3.22722
