0,1,1,1,1,1,1,1,1,1,1,1,1,0.03,25,100,100,100,22,100,100,100,12,27,17,100,7,7,12,27
0,1,1,1,1,1,1,1,1,1,1,1,1,0.03,25,100,100,100,100,100,100,100,30,30,100,100,100,100,15,29
0,1,1,1,1,1,1,1,1,1,1,1,1,0.03,25,100,100,100,100,100,100,100,30,30,100,100,100,100,15,29
0,1,1,1,1,1,1,1,1,1,1,1,1,0.03,25,100,100,100,100,100,100,100,30,30,100,100,100,100,15,29
0,1,1,1,1,1,1,1,1,1,1,1,1,0.03,25,100,100,100,100,100,100,100,30,30,100,100,100,100,15,29
0,1,1,1,1,1,1,1,1,1,1,1,1,0.03,25,100,100,100,100,100,100,100,30,30,100,100,100,100,15,29
0,1,1,1,1,1,1,1,1,1,1,1,1,0.03,25,100,100,100,100,100,100,100,30,30,100,100,100,100,15,29
0,1,1,1,1,1,1,1,1,1,1,1,1,0.03,25,100,100,100,100,100,100,100,30,30,100,100,100,100,15,29
0,1,1,1,1,1,1,1,1,1,1,1,1,0.03,25,100,100,100,100,100,100,100,30,30,100,100,100,100,15,29
0,1,1,1,1,1,1,1,1,1,1,1,1,0.03,25,100,100,100,100,100,100,100,30,30,100,100,100,100,15,29
0,1,1,1,1,1,1,1,1,1,1,1,1,0.03,25,100,100,100,100,100,100,100,30,30,100,100,100,100,15,29
0,1,1,1,1,1,1,1,1,1,1,1,1,0.03,25,100,100,100,100,100,100,100,30,30,100,100,100,100,15,29
0,1,1,1,1,1,1,1,1,1,1,1,1,0.03,25,100,100,100,100,100,100,100,30,30,100,100,100,100,15,29
0,1,1,1,1,1,1,1,1,1,1,1,1,0.03,25,100,100,100,100,100,100,100,30,30,100,100,100,100,15,29
0,1,1,1,1,1,1,1,1,1,1,1,1,0.03,25,100,100,100,100,100,100,100,30,30,100,100,100,100,15,29
0,1,1,1,1,1,1,1,1,1,1,1,1,0.03,25,100,100,100,100,100,100,100,30,30,100,100,100,100,15,29
0,1,1,1,1,1,1,1,1,1,1,1,1,0.03,25,100,100,100,100,100,100,100,30,30,100,100,100,100,15,29
0,1,1,1,1,1,1,1,1,1,1,1,1,0.03,25,100,100,100,100,100,100,100,30,30,100,100,100,100,15,29
0,1,1,1,1,1,1,1,1,1,1,1,1,0.03,25,100,100,100,100,100,100,100,30,30,100,100,100,100,15,29
0,1,1,1,1,1,1,1,1,1,1,1,1,0.03,25,100,100,100,100,100,100,100,30,30,100,100,100,100,15,29
0,1,1,1,1,1,1,1,1,1,1,1,1,0.03,25,100,100,100,100,100,100,100,30,30,100,100,100,100,15,29
0,1,1,1,1,1,1,1,1,1,1,1,1,0.03,25,100,100,100,100,100,100,100,30,30,100,100,100,100,15,29
0,1,1,1,1,1,1,1,1,1,1,1,1,0.03,25,100,100,100,100,100,100,100,30,30,100,100,100,100,15,29
0,1,1,1,1,1,1,1,1,1,1,1,1,0.03,25,100,100,100,100,100,100,100,30,30,100,100,100,100,15,29
0,1,1,1,1,1,1,1,1,1,1,1,1,0.03,25,100,100,100,100,100,100,100,30,30,100,100,100,100,15,29
0,1,1,1,1,1,1,1,1,1,1,1,1,0.03,25,100,100,100,100,100,100,100,30,30,100,100,100,100,15,29
0,1,1,1,1,1,1,1,1,1,1,1,1,0.03,25,100,100,100,100,100,100,100,30,30,100,100,100,100,15,29
0,1,1,1,1,1,1,1,1,1,1,1,1,0.03,25,100,100,100,100,100,100,100,30,30,100,100,100,100,15,29
0,1,1,1,1,1,1,1,1,1,1,1,1,0.03,25,100,100,100,100,100,100,100,30,30,100,100,100,100,15,29
0,1,1,1,1,1,1,1,1,1,1,1,1,0.03,25,100,100,100,100,100,100,100,30,30,100,100,100,100,15,29
